  1	  2	  3	  4	  5	 14	 15	 16	 17	 18	 19	 20	 21	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
 3505.43	     2345.88	     2335.09
 3515.45	     2345.87	     2335.25
 3525.48	     2345.87	     2335.39
 3535.50	     2345.88	     2335.61
 3545.53	     2345.87	     2335.77
 3555.55	     2345.86	     2335.92
 3565.57	     2345.85	     2336.07
 3575.60	     2345.84	     2336.23
 3585.62	     2345.83	     2336.37
 3595.65	     2345.82	     2336.52
 3605.67	     2345.81	     2336.68
 3615.69	     2345.81	     2336.83
 3625.72	     2345.80	     2336.98
 3635.74	     2345.79	     2337.14
 3645.77	     2345.78	     2337.29
 3655.79	     2345.77	     2337.43
 3665.82	     2345.76	     2337.59
 3675.84	     2345.75	     2337.74
 3685.86	     2345.74	     2337.87
 3695.89	     2345.73	     2338.01
 3705.91	     2345.28	     2338.49
 3716.05	     2345.47	     2338.56
 3726.19	     2345.46	     2338.82
 3736.32	     2345.45	     2339.08
 3746.46	     2345.44	     2339.34
 3756.59	     2345.43	     2339.60
 3766.73	     2345.42	     2339.86
 3776.87	     2345.41	     2340.11
 3787.00	     2345.40	     2340.37
 3797.14	     2345.39	     2340.63
 3807.28	     2345.37	     2340.89
 3817.41	     2345.36	     2341.15
 3827.55	     2345.35	     2341.41
 3837.69	     2345.35	     2341.68
 3847.82	     2345.34	     2341.94
 3857.96	     2345.32	     2342.20
 3868.10	     2345.31	     2342.46
 3878.23	     2345.30	     2342.73
 3888.37	     2345.29	     2342.99
 3898.51	     2345.28	     2343.25
 3908.64	     2345.27	     2343.51
 3918.78	     2345.26	     2343.78
 3928.92	     2345.25	     2344.04
 3939.05	     2345.24	     2344.30
 3949.19	     2345.23	     2344.57
 3959.33	     2345.00	     2345.00
