  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
    0.00	     2807.00	     2807.00
   23.35	     2807.51	     2806.72
   46.69	     2807.80	     2806.70
   70.04	     2808.09	     2806.69
   93.38	     2808.32	     2806.68
  116.73	     2808.56	     2806.66
  140.07	     2808.59	     2806.91
  162.09	     2809.46	     2806.21
  184.10	     2809.76	     2806.18
  206.11	     2810.05	     2806.16
  228.13	     2810.34	     2806.13
  250.14	     2810.65	     2806.10
  272.15	     2810.95	     2806.07
  294.17	     2811.25	     2806.04
  316.18	     2811.55	     2806.01
  338.19	     2811.86	     2805.98
  360.21	     2812.17	     2805.95
  382.22	     2812.48	     2805.92
  404.23	     2812.77	     2805.89
  426.25	     2813.08	     2805.86
  448.26	     2813.40	     2805.83
  470.27	     2813.72	     2805.80
  492.29	     2814.03	     2805.77
  514.30	     2814.33	     2805.74
  536.31	     2814.65	     2805.71
  558.33	     2814.97	     2805.68
  580.34	     2815.30	     2805.65
  602.35	     2815.61	     2805.62
  624.36	     2815.92	     2805.59
  646.38	     2816.25	     2805.56
  668.39	     2816.58	     2805.53
  690.40	     2816.90	     2805.50
  712.42	     2817.21	     2805.47
  734.43	     2817.53	     2805.44
  756.44	     2817.86	     2805.41
  778.46	     2818.17	     2805.38
  800.47	     2818.48	     2805.35
  822.48	     2818.89	     2805.39
  844.50	     2819.19	     2805.36
  866.51	     2819.48	     2805.34
  888.52	     2819.76	     2805.31
  910.54	     2820.04	     2805.28
  932.55	     2820.33	     2805.26
  954.56	     2820.62	     2805.23
  976.58	     2820.92	     2805.21
  998.59	     2821.21	     2805.18
 1020.60	     2821.50	     2805.15
 1042.61	     2821.80	     2805.13
 1064.63	     2822.10	     2805.10
 1086.64	     2822.39	     2805.08
 1108.65	     2822.69	     2805.05
 1130.67	     2822.99	     2805.03
 1152.68	     2823.28	     2805.00
 1174.69	     2823.59	     2804.97
 1196.71	     2823.89	     2804.95
 1218.72	     2824.20	     2804.92
 1240.73	     2824.50	     2804.89
 1262.75	     2824.79	     2804.87
 1284.76	     2825.09	     2804.84
 1306.77	     2825.40	     2804.81
 1328.79	     2825.70	     2804.78
 1350.80	     2826.01	     2804.76
 1372.81	     2826.31	     2804.73
 1394.83	     2826.62	     2804.70
 1416.84	     2826.92	     2804.68
 1438.85	     2827.22	     2804.65
 1460.86	     2827.52	     2804.62
 1482.88	     2827.18	     2805.27
 1514.88	     2829.88	     2802.16
 1536.55	     2832.13	     2801.59
 1558.23	     2834.03	     2801.52
 1579.90	     2835.65	     2801.61
 1601.58	     2837.05	     2801.54
 1623.25	     2838.24	     2801.49
 1644.93	     2840.00	     2801.44
 1666.61	     2841.71	     2801.39
 1688.28	     2842.97	     2799.85
 1709.96	     2844.10	     2797.57
 1731.63	     2845.59	     2795.70
 1753.31	     2846.94	     2793.33
 1774.98	     2848.03	     2791.24
 1796.66	     2849.25	     2789.02
 1818.33	     2850.23	     2787.06
 1840.01	     2851.50	     2785.10
 1861.68	     2852.68	     2782.59
 1883.36	     2853.83	     2780.54
 1905.04	     2855.06	     2778.31
 1927.29	     2856.48	     2775.31
 1949.54	     2857.94	     2772.16
 1971.80	     2859.63	     2769.22
 1994.05	     2860.58	     2766.34
 2016.31	     2861.68	     2763.61
 2038.56	     2863.65	     2761.14
 2060.81	     2865.35	     2759.27
 2083.07	     2866.88	     2756.96
 2105.32	     2868.23	     2754.40
 2127.58	     2869.79	     2751.68
 2149.83	     2871.47	     2749.88
 2172.09	     2873.12	     2747.77
 2194.34	     2874.53	     2745.26
 2216.59	     2876.01	     2743.03
 2238.85	     2877.68	     2740.98
 2261.10	     2879.04	     2738.84
 2283.36	     2880.07	     2736.92
 2305.61	     2880.61	     2734.92
 2327.87	     2881.09	     2733.16
 2350.12	     2882.63	     2731.10
 2372.37	     2884.70	     2729.34
 2394.63	     2886.58	     2727.94
 2416.88	     2888.17	     2726.28
 2439.14	     2889.76	     2724.12
 2461.39	     2891.29	     2723.04
 2483.65	     2893.50	     2721.92
 2505.90	     2894.83	     2720.85
 2528.15	     2895.81	     2719.70
 2550.41	     2897.33	     2717.83
 2572.66	     2899.09	     2716.44
 2594.92	     2900.62	     2715.54
 2617.17	     2902.85	     2714.50
 2639.43	     2904.02	     2713.70
 2661.68	     2904.84	     2712.33
 2683.93	     2906.87	     2711.31
 2706.19	     2908.60	     2710.74
 2728.44	     2910.13	     2709.90
 2750.70	     2910.95	     2708.92
 2772.95	     2912.79	     2708.56
 2795.21	     2914.52	     2708.34
 2823.97	     2918.27	     2710.11
 2852.73	     2923.06	     2711.64
 2870.11	     2928.99	     2713.94
 2876.64	     2931.03	     2714.97
 2895.76	     2361.96	     2306.00
 2921.28	     2359.45	     2307.54
 2943.59	     2357.96	     2308.28
 2965.89	     2357.09	     2309.41
 2988.19	     2356.71	     2310.09
 3010.49	     2356.65	     2311.40
 3032.80	     2356.59	     2312.44
 3055.10	     2356.55	     2313.76
 3077.40	     2356.52	     2314.80
 3099.71	     2356.47	     2316.03
 3122.01	     2356.42	     2317.32
 3144.31	     2356.36	     2318.62
 3166.62	     2356.31	     2320.08
 3188.92	     2356.25	     2321.36
 3211.22	     2356.19	     2323.33
 3233.53	     2356.14	     2324.93
 3255.83	     2356.07	     2326.79
 3278.13	     2356.00	     2328.53
 3300.44	     2355.94	     2329.41
 3322.74	     2355.87	     2330.89
 3345.04	     2355.80	     2331.96
 3365.09	     2355.71	     2331.98
 3385.14	     2355.38	     2332.36
 3405.19	     2355.07	     2332.76
 3425.24	     2354.75	     2333.11
 3445.28	     2354.45	     2333.47
 3465.33	     2354.17	     2333.85
 3485.38	     2353.87	     2334.19
 3505.43	     2353.57	     2334.58
 3525.48	     2353.37	     2334.93
 3545.53	     2353.02	     2335.35
 3565.57	     2352.73	     2335.73
 3585.62	     2352.42	     2336.09
 3605.67	     2352.14	     2336.48
 3625.72	     2351.85	     2336.86
 3645.77	     2351.55	     2337.21
 3665.82	     2351.27	     2337.58
 3685.86	     2350.98	     2337.95
 3705.91	     2350.43	     2338.62
 3725.41	     2350.16	     2338.93
 3744.90	     2349.75	     2339.42
 3764.39	     2349.34	     2339.90
 3783.89	     2348.93	     2340.39
 3803.38	     2348.52	     2340.87
 3822.87	     2348.11	     2341.36
 3842.37	     2347.71	     2341.86
 3861.86	     2347.28	     2342.35
 3881.35	     2346.86	     2342.85
 3900.85	     2346.43	     2343.34
 3920.34	     2346.00	     2343.84
 3939.83	     2345.58	     2344.33
 3959.32	     2345.00	     2345.00
