    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.732	       513.722	        52.228	    74.634	   428.600	   306.160	    84.775	     0.199	    20.815	452.023297	451.516968	513.721800	2324.567598
   0.400	   0.732	       526.445	        50.967	    74.181	   445.101	   307.007	    87.356	     0.197	    19.788	456.470930	456.470541	526.128028	2323.729624
   0.800	   0.732	       532.834	        50.673	    73.766	   461.063	   307.265	    89.816	     0.194	    18.837	462.653447	462.651883	532.296692	2324.277589
   1.200	   0.732	       540.373	        52.498	    73.389	   476.491	   307.361	    92.239	     0.192	    18.004	470.514136	470.512145	540.112980	2324.208244
   1.600	   0.732	       547.359	        52.508	    73.188	   491.479	   308.822	    94.434	     0.190	    17.279	478.402721	478.400085	547.851455	2323.737618
   2.000	   0.732	       554.959	        53.053	    72.883	   506.071	   308.377	    96.514	     0.188	    16.508	484.707930	484.704397	554.544804	2324.641770
   2.400	   0.732	       562.156	        52.246	    72.358	   520.162	   304.389	    98.368	     0.185	    15.588	491.022002	491.017160	561.163277	2323.908057
   2.800	   0.732	       570.192	        48.926	    71.437	   533.646	   294.541	    99.735	     0.180	    14.359	499.270849	499.263868	569.264646	2320.453612
   3.200	   0.732	       580.424	        45.666	    69.703	   546.037	   273.985	   100.638	     0.173	    12.695	508.755600	508.747253	578.768920	2316.429173
   3.600	   0.732	       594.049	        45.682	    67.790	   557.208	   251.239	   101.298	     0.166	    11.099	520.832233	520.822126	591.674870	2315.474725
   4.000	   0.732	       605.651	        47.601	    65.470	   567.141	   224.813	   102.089	     0.159	     9.567	533.945718	533.933133	604.388898	2316.795365
   4.400	   0.732	       614.654	        48.537	    63.405	   575.925	   202.433	   102.832	     0.153	     8.346	543.403999	543.387537	613.593800	2317.456728
   4.800	   0.732	       622.122	        49.231	    61.293	   583.705	   180.575	   103.511	     0.147	     7.246	549.686216	549.663330	620.113858	2316.492565
   5.200	   0.732	       626.601	        48.200	    58.920	   590.472	   157.111	   104.117	     0.140	     6.162	552.910400	552.875694	623.753147	2314.134716
   5.600	   0.732	       625.618	        44.125	    55.541	   596.100	   125.767	   104.711	     0.132	     4.849	551.915650	551.869212	622.792422	2310.054079
   6.000	   0.732	       624.748	        40.969	    51.865	   600.436	    94.338	   105.148	     0.123	     3.589	550.935961	550.872957	621.802603	2306.871179
   6.400	   0.732	       629.930	        45.088	    48.030	   603.541	    64.689	   105.482	     0.113	     2.439	556.307746	556.212283	627.310208	2308.479077
   6.800	   0.732	       635.131	        49.996	    44.355	   605.562	    39.192	   105.710	     0.105	     1.469	560.919299	560.738126	631.749822	2311.941293
   7.200	   0.732	       639.220	        52.958	    41.670	   606.770	    22.046	   105.751	     0.098	     0.822	566.548629	566.173064	636.916601	2313.825816
   7.600	   0.732	       641.730	        54.760	    39.211	   607.337	     6.836	   105.728	     0.092	     0.254	570.188471	569.804410	640.358944	2314.630895
   8.000	   0.732	       640.552	        52.769	    36.751	   607.347	    -7.681	   105.602	     0.086	    -0.285	568.268861	567.876904	638.647156	2313.358822
   8.400	   0.732	       639.312	        50.822	    33.995	   606.773	   -23.186	   105.382	     0.080	    -0.858	568.404878	568.008156	638.766419	2310.002111
   8.800	   0.732	       640.254	        51.476	    31.063	   605.589	   -38.904	   105.096	     0.073	    -1.441	566.699552	566.301120	637.499964	2309.683124
   9.200	   0.732	       640.964	        52.410	    28.026	   603.826	   -53.192	   104.759	     0.066	    -1.975	567.820093	567.423838	638.770026	2310.564620
   9.600	   0.732	       642.138	        55.472	    25.925	   601.583	   -62.249	   104.506	     0.061	    -2.326	571.073925	570.655453	641.260194	2313.865831
  10.000	   0.732	       644.370	        59.952	    24.025	   599.053	   -69.705	   104.240	     0.056	    -2.624	572.761539	572.288705	642.421164	2317.610349
  10.400	   0.732	       639.908	        58.590	    22.330	   596.240	   -75.965	   104.006	     0.053	    -2.887	566.768029	566.234670	636.989466	2315.373977
  10.800	   0.732	       630.432	        50.763	    19.773	   593.094	   -86.064	   103.574	     0.047	    -3.296	555.916033	555.406489	627.073212	2307.869917
  11.200	   0.732	       618.745	        38.146	    14.906	   589.314	  -107.952	   102.783	     0.035	    -4.150	543.478063	543.153006	614.712078	2296.227371
  11.600	   0.732	       608.593	        28.695	     8.226	   584.313	  -146.427	   101.930	     0.019	    -5.680	530.068340	529.958927	602.586862	2286.422903
  12.000	   0.732	       602.806	        26.321	     0.146	   577.366	  -196.447	   100.997	     0.000	    -7.755	523.662912	523.662544	596.466224	2283.710104
  12.400	   0.732	       601.731	        31.761	    -7.159	   568.341	  -247.348	    99.999	    -0.017	   -10.035	524.471660	524.571794	597.095269	2289.108544
  12.800	   0.732	       592.339	        44.476	   -12.767	   556.933	  -293.463	    99.982	    -0.031	   -12.649	518.023111	518.393032	589.849410	2300.946441
  13.200	   0.732	       575.485	        58.299	   -15.154	   544.066	  -304.735	   100.551	    -0.038	   -14.249	502.149031	502.757968	573.552264	2315.288625
  13.600	   0.732	       552.322	        64.939	   -16.042	   530.829	  -299.004	   101.073	    -0.041	   -15.210	481.013066	481.803791	551.817927	2320.972732
  14.000	   0.732	       522.859	        61.081	   -16.061	   517.753	  -282.784	   101.284	    -0.042	   -15.568	450.531011	451.455973	521.765301	2315.692114
  14.400	   0.732	       498.182	        58.915	   -15.751	   505.179	  -263.652	   101.326	    -0.043	   -15.638	426.746531	427.695735	498.036835	2313.841554
  14.800	   0.732	       479.577	        62.068	   -15.603	   493.094	  -247.843	   101.449	    -0.043	   -15.847	411.845592	412.785852	481.934666	2318.197884
  15.200	   0.732	       474.325	        69.993	   -13.902	   481.813	  -216.201	   100.714	    -0.039	   -14.604	407.347457	408.109903	477.046365	2324.956611
  15.600	   0.732	       480.816	        85.692	    -9.363	   472.303	  -166.854	    99.829	    -0.027	   -11.756	415.330010	415.687282	484.146190	2338.126635
  16.000	   0.732	       478.338	       100.656	    -2.532	   465.244	  -114.543	   100.549	    -0.007	    -8.565	417.820891	417.849590	484.802547	2351.594985
  16.400	   0.732	       464.364	       104.089	     6.426	   460.522	   -71.954	   101.921	     0.019	    -5.700	403.552142	403.402262	470.231542	2356.547371
  16.800	   0.732	       443.723	        98.850	    15.569	   457.773	   -38.718	   103.647	     0.048	    -3.229	386.832564	385.877810	452.199276	2350.730449
  17.200	   0.732	       422.172	        87.704	    23.326	   456.389	   -16.888	   105.084	     0.072	    -1.461	361.440013	359.088746	426.650152	2342.545788
  17.600	   0.732	       412.219	        81.294	    29.890	   456.095	     4.370	   105.758	     0.094	     0.384	352.231543	348.341582	416.711652	2336.203832
  18.000	   0.732	       410.154	        76.549	    34.511	   456.733	    20.901	   105.627	     0.108	     1.823	352.852497	347.314834	415.072748	2331.708000
  18.400	   0.732	       418.238	        77.086	    40.402	   458.408	    45.845	   105.041	     0.125	     3.911	361.696322	354.113268	422.167462	2335.672685
  18.800	   0.732	       437.016	        83.928	    45.984	   461.417	    74.635	   104.131	     0.140	     6.136	386.449533	376.270846	444.013157	2342.771689
  19.200	   0.732	       447.064	        76.586	    51.219	   466.038	   106.657	   102.858	     0.153	     8.303	394.879509	381.919030	450.359115	2337.868914
  19.600	   0.732	       450.700	        61.775	    55.360	   472.194	   136.275	   101.848	     0.161	    10.000	400.523720	384.474581	453.385864	2323.993147
  20.000	   0.732	       448.409	        47.464	    56.317	   479.240	   143.503	   101.811	     0.161	    10.066	397.992421	379.546535	448.645653	2312.969868
  20.400	   0.732	       446.041	        38.861	    55.051	   486.054	   133.261	   102.387	     0.157	     9.061	394.840102	375.307348	445.441488	2304.420160
  20.800	   0.732	       450.275	        40.308	    52.845	   492.071	   116.523	   103.196	     0.150	     7.757	397.672017	377.293539	447.967801	2304.029030
  21.200	   0.732	       465.752	        50.899	    51.761	   497.392	   108.343	   103.636	     0.146	     7.043	415.839381	394.014367	464.555535	2313.875043
  21.600	   0.732	       485.517	        62.181	    52.262	   502.497	   111.488	   103.644	     0.145	     7.030	441.689981	418.472659	487.412572	2325.133476
  22.000	   0.732	       505.069	        67.472	    54.786	   508.056	   129.961	   103.137	     0.150	     7.852	466.371773	439.895770	508.025035	2330.497777
  22.400	   0.732	       521.823	        66.475	    57.896	   514.598	   154.862	   102.493	     0.156	     8.892	485.830637	455.031482	523.954105	2330.781800
  22.800	   0.732	       530.395	        58.138	    60.030	   522.083	   173.141	   102.150	     0.159	     9.456	496.911592	462.428137	532.011919	2323.738665
  23.200	   0.732	       534.012	        48.194	    60.623	   530.003	   178.116	   102.231	     0.158	     9.313	500.711912	463.918305	533.632421	2314.273879
  23.600	   0.732	       537.383	        42.851	    59.560	   537.726	   168.069	   102.737	     0.154	     8.498	503.013120	465.706156	535.613045	2309.505333
  24.000	   0.732	       540.596	        41.375	    57.365	   544.630	   148.204	   103.468	     0.147	     7.315	505.697885	469.416805	539.504622	2307.692206
  24.400	   0.732	       548.477	        44.389	    55.432	   550.638	   131.407	   104.020	     0.141	     6.343	510.893871	475.514346	546.389801	2309.629925
  24.800	   0.732	       559.312	        50.245	    53.733	   555.896	   116.993	   104.427	     0.136	     5.532	521.685654	486.955047	557.689771	2313.985255
