  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
 2895.76	     2357.90	     2313.18
 2908.52	     2357.20	     2314.15
 2921.28	     2357.09	     2315.15
 2932.15	     2357.07	     2315.48
 2943.01	     2357.05	     2316.07
 2953.88	     2357.00	     2315.94
 2964.74	     2356.95	     2315.79
 2975.61	     2356.90	     2316.09
 2986.48	     2356.85	     2316.92
 2997.34	     2356.79	     2317.40
 3008.21	     2356.72	     2317.65
 3019.07	     2356.65	     2318.02
 3029.94	     2356.57	     2318.68
 3040.80	     2356.50	     2318.85
 3051.67	     2356.42	     2319.25
 3062.54	     2356.34	     2319.69
 3073.40	     2356.26	     2320.16
 3084.27	     2356.18	     2320.75
 3095.13	     2356.10	     2321.06
 3106.00	     2356.02	     2321.47
 3116.86	     2355.94	     2322.08
 3127.73	     2355.86	     2322.46
 3138.60	     2355.77	     2322.86
 3149.46	     2355.69	     2323.23
 3160.33	     2355.60	     2323.92
 3171.19	     2355.52	     2324.22
 3182.06	     2355.44	     2324.53
 3192.92	     2355.35	     2325.43
 3203.79	     2355.27	     2326.03
 3214.66	     2355.18	     2326.54
 3225.52	     2355.09	     2327.19
 3236.39	     2355.00	     2327.72
 3247.25	     2354.91	     2328.06
 3258.12	     2354.83	     2328.49
 3268.98	     2354.74	     2328.91
 3279.85	     2354.65	     2329.38
 3290.71	     2354.55	     2329.80
 3301.58	     2354.46	     2330.22
 3312.45	     2354.36	     2330.69
 3323.31	     2354.26	     2331.47
 3334.18	     2354.16	     2332.19
 3345.04	     2354.06	     2332.62
 3355.07	     2354.18	     2332.43
 3365.09	     2354.05	     2332.60
 3375.12	     2353.91	     2332.78
 3385.14	     2353.78	     2332.95
 3395.16	     2353.66	     2333.11
 3405.19	     2353.54	     2333.29
 3415.21	     2353.42	     2333.47
 3425.24	     2353.32	     2333.63
 3435.26	     2353.21	     2333.81
 3445.28	     2353.10	     2333.98
 3455.31	     2353.00	     2334.14
 3465.33	     2352.90	     2334.32
 3475.36	     2352.78	     2334.50
 3485.38	     2352.69	     2334.67
 3495.41	     2352.60	     2334.83
 3505.43	     2352.50	     2335.01
 3515.45	     2352.40	     2335.19
 3525.48	     2352.39	     2335.34
 3535.50	     2352.23	     2335.58
 3545.53	     2352.12	     2335.75
 3555.55	     2352.02	     2335.92
 3565.57	     2351.92	     2336.10
 3575.60	     2351.81	     2336.28
 3585.62	     2351.72	     2336.44
 3595.65	     2351.62	     2336.61
 3605.67	     2351.51	     2336.80
 3615.69	     2351.42	     2336.96
 3625.72	     2351.32	     2337.14
 3635.74	     2351.21	     2337.32
 3645.77	     2351.11	     2337.49
 3655.79	     2351.02	     2337.66
 3665.82	     2350.92	     2337.84
 3675.84	     2350.83	     2338.01
 3685.86	     2350.73	     2338.17
 3695.89	     2350.64	     2338.34
 3705.91	     2350.25	     2338.85
 3716.05	     2350.19	     2338.92
 3726.19	     2349.98	     2339.16
 3736.32	     2349.77	     2339.41
 3746.46	     2349.57	     2339.65
 3756.59	     2349.36	     2339.89
 3766.73	     2349.16	     2340.14
 3776.87	     2348.95	     2340.38
 3787.00	     2348.75	     2340.62
 3797.14	     2348.54	     2340.87
 3807.28	     2348.34	     2341.11
 3817.41	     2348.13	     2341.35
 3827.55	     2347.92	     2341.60
 3837.69	     2347.73	     2341.85
 3847.82	     2347.52	     2342.10
 3857.96	     2347.30	     2342.35
 3868.10	     2347.09	     2342.60
 3878.23	     2346.87	     2342.84
 3888.37	     2346.66	     2343.09
 3898.51	     2346.44	     2343.34
 3908.64	     2346.23	     2343.59
 3918.78	     2346.01	     2343.84
 3928.92	     2345.80	     2344.08
 3939.05	     2345.59	     2344.33
 3949.19	     2345.37	     2344.58
 3959.33	     2345.00	     2345.00
