  1	  2	  3	  4	  5	 14	 15	 16	 17	 18	 19	 20	 21	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
    0.00	     2807.00	     2807.00
   23.35	     2807.56	     2806.61
   46.69	     2807.90	     2806.32
   70.04	     2808.24	     2806.00
   93.38	     2808.52	     2805.79
  116.73	     2808.82	     2805.56
  140.07	     2808.90	     2805.46
  162.09	     2809.77	     2804.60
  184.10	     2810.13	     2804.28
  206.11	     2810.48	     2803.95
  228.13	     2810.84	     2803.62
  250.14	     2811.20	     2803.29
  272.15	     2811.55	     2802.96
  294.17	     2811.91	     2802.65
  316.18	     2812.28	     2802.34
  338.19	     2812.65	     2802.04
  360.21	     2813.01	     2801.74
  382.22	     2813.37	     2801.44
  404.23	     2813.72	     2801.13
  426.25	     2814.08	     2800.81
  448.26	     2814.45	     2800.49
  470.27	     2814.82	     2800.17
  492.29	     2815.18	     2799.85
  514.30	     2815.54	     2799.54
  536.31	     2815.91	     2799.25
  558.33	     2816.28	     2798.94
  580.34	     2816.64	     2798.64
  602.35	     2817.01	     2798.31
  624.36	     2817.36	     2797.97
  646.38	     2817.72	     2797.63
  668.39	     2818.10	     2797.28
  690.40	     2818.46	     2796.94
  712.42	     2818.82	     2796.60
  734.43	     2819.17	     2796.27
  756.44	     2819.54	     2795.94
  778.46	     2819.90	     2795.62
  800.47	     2820.25	     2795.29
  822.48	     2820.69	     2795.08
  844.50	     2821.05	     2794.75
  866.51	     2821.40	     2794.43
  888.52	     2821.75	     2794.11
  910.54	     2822.10	     2793.79
  932.55	     2822.45	     2793.46
  954.56	     2822.80	     2793.14
  976.58	     2823.16	     2792.83
  998.59	     2823.52	     2792.53
 1020.60	     2823.88	     2792.22
 1042.61	     2824.23	     2791.91
 1064.63	     2824.59	     2791.60
 1086.64	     2824.94	     2791.30
 1108.65	     2825.30	     2791.00
 1130.67	     2825.66	     2790.69
 1152.68	     2826.02	     2790.39
 1174.69	     2826.37	     2790.09
 1196.71	     2826.74	     2789.79
 1218.72	     2827.09	     2789.49
 1240.73	     2827.45	     2789.17
 1262.75	     2827.80	     2788.85
 1284.76	     2828.15	     2788.54
 1306.77	     2828.50	     2788.23
 1328.79	     2828.85	     2787.94
 1350.80	     2829.21	     2787.64
 1372.81	     2829.56	     2787.33
 1394.83	     2829.91	     2787.01
 1416.84	     2830.26	     2786.68
 1438.85	     2830.60	     2786.35
 1460.86	     2830.95	     2786.01
 1482.88	     2830.67	     2786.13
 1514.88	     2833.56	     2783.72
 1536.55	     2835.58	     2781.97
 1558.23	     2837.57	     2780.11
 1579.90	     2839.41	     2778.65
 1601.58	     2841.36	     2776.96
 1623.25	     2843.26	     2775.34
 1644.93	     2844.99	     2773.81
 1666.61	     2846.29	     2772.34
 1688.28	     2847.72	     2771.19
 1709.96	     2848.92	     2769.87
 1731.63	     2850.46	     2768.63
 1753.31	     2852.17	     2767.48
 1774.98	     2853.64	     2766.16
 1796.66	     2855.13	     2764.98
 1818.33	     2856.53	     2764.20
 1840.01	     2857.83	     2763.23
 1861.68	     2859.26	     2761.66
 1883.36	     2860.44	     2760.24
 1905.04	     2861.47	     2758.76
 1927.29	     2863.15	     2757.14
 1949.54	     2864.50	     2755.35
 1971.80	     2865.65	     2753.51
 1994.05	     2866.96	     2751.78
 2016.31	     2868.11	     2750.16
 2038.56	     2869.25	     2748.77
 2060.81	     2870.41	     2747.44
 2083.07	     2871.82	     2745.92
 2105.32	     2873.32	     2744.45
 2127.58	     2874.78	     2743.20
 2149.83	     2876.28	     2742.14
 2172.09	     2877.65	     2741.33
 2194.34	     2879.04	     2740.68
 2216.59	     2880.15	     2739.93
 2238.85	     2882.31	     2739.34
 2261.10	     2884.51	     2738.83
 2283.36	     2886.57	     2738.08
 2305.61	     2888.58	     2737.53
 2327.87	     2891.05	     2737.16
 2350.12	     2893.40	     2736.59
 2372.37	     2895.79	     2736.11
 2394.63	     2897.36	     2735.64
 2416.88	     2898.74	     2734.13
 2439.14	     2901.48	     2732.98
 2461.39	     2903.61	     2732.06
 2483.65	     2905.95	     2731.10
 2505.90	     2907.86	     2730.21
 2528.15	     2909.81	     2729.19
 2550.41	     2912.04	     2728.57
 2572.66	     2914.05	     2727.76
 2594.92	     2915.82	     2727.39
 2617.17	     2917.52	     2726.62
 2639.43	     2919.02	     2726.20
 2661.68	     2921.22	     2725.47
 2683.93	     2922.63	     2723.22
 2706.19	     2924.04	     2721.55
 2728.44	     2925.93	     2719.63
 2750.70	     2927.95	     2717.56
 2772.95	     2929.60	     2715.36
 2795.21	     2931.95	     2713.83
 2823.97	     2934.81	     2710.30
 2852.73	     2938.41	     2706.34
 2870.11	     2943.09	     2702.60
 2876.64	     2944.16	     2701.62
 2895.76	     2355.88	     2316.41
 2921.28	     2355.87	     2318.78
 2943.59	     2355.85	     2319.98
 2965.89	     2355.80	     2321.01
 2988.19	     2355.75	     2322.41
 3010.49	     2355.70	     2323.22
 3032.80	     2355.64	     2324.23
 3055.10	     2355.57	     2325.13
 3077.40	     2355.50	     2326.13
 3099.71	     2355.43	     2327.10
 3122.01	     2355.36	     2328.23
 3144.31	     2355.29	     2329.25
 3166.62	     2355.22	     2329.92
 3188.92	     2355.15	     2330.75
 3211.22	     2355.07	     2331.00
 3233.53	     2355.00	     2331.64
 3255.83	     2354.93	     2332.01
 3278.13	     2354.85	     2332.51
 3300.44	     2354.76	     2332.79
 3322.74	     2354.68	     2332.70
 3345.04	     2354.60	     2332.85
 3365.09	     2354.50	     2332.86
 3385.14	     2354.19	     2333.22
 3405.19	     2353.90	     2333.59
 3425.24	     2353.63	     2333.91
 3445.28	     2353.39	     2334.25
 3465.33	     2353.18	     2334.59
 3485.38	     2352.95	     2334.90
 3505.43	     2352.74	     2335.24
 3525.48	     2352.63	     2335.54
 3545.53	     2352.36	     2335.89
 3565.57	     2352.18	     2336.21
 3585.62	     2351.97	     2336.50
 3605.67	     2351.78	     2336.81
 3625.72	     2351.58	     2337.11
 3645.77	     2351.37	     2337.41
 3665.82	     2351.21	     2337.70
 3685.86	     2351.03	     2337.98
 3705.91	     2350.57	     2338.57
 3725.41	     2350.28	     2338.88
 3744.90	     2349.86	     2339.37
 3764.39	     2349.44	     2339.86
 3783.89	     2349.02	     2340.36
 3803.38	     2348.61	     2340.84
 3822.87	     2348.18	     2341.33
 3842.37	     2347.77	     2341.84
 3861.86	     2347.33	     2342.34
 3881.35	     2346.90	     2342.83
 3900.85	     2346.46	     2343.33
 3920.34	     2346.02	     2343.83
 3939.83	     2345.59	     2344.33
 3959.32	     2345.00	     2345.00
