    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.600	       534.467	        56.638	   -61.829	  -428.600	  -319.714	   -83.040	    -0.162	    20.856	469.469574	469.817059	534.467365	2323.458992
   0.200	   0.600	       523.343	        61.671	   -60.948	  -419.974	  -301.695	   -83.164	    -0.163	    20.981	455.444607	455.444607	525.623189	2327.097075
   0.400	   0.596	       510.967	        67.375	   -59.718	  -411.682	  -284.087	   -83.166	    -0.163	    20.976	443.573591	443.573591	513.572390	2332.162991
   0.600	   0.592	       499.981	        73.353	   -58.522	  -403.714	  -267.821	   -83.161	    -0.163	    20.966	432.441124	432.441124	502.461012	2337.783493
   0.800	   0.588	       489.302	        78.623	   -57.364	  -396.052	  -252.781	   -83.149	    -0.163	    20.954	421.641584	421.641584	491.641881	2342.836608
   1.000	   0.584	       474.857	        78.364	   -55.894	  -388.687	  -237.998	   -83.032	    -0.161	    20.812	407.506151	407.506151	477.435917	2341.938953
   1.200	   0.580	       458.764	        75.073	   -54.311	  -381.625	  -224.034	   -82.846	    -0.159	    20.607	392.403462	392.403462	462.319108	2338.086625
   1.400	   0.576	       444.492	        72.295	   -52.630	  -374.858	  -210.887	   -82.591	    -0.157	    20.341	377.929951	377.929951	447.749947	2334.755812
   1.600	   0.573	       430.700	        69.401	   -51.111	  -368.367	  -199.002	   -82.348	    -0.154	    20.108	363.969884	363.969884	433.811993	2331.251486
   1.800	   0.569	       420.465	        69.830	   -49.817	  -362.127	  -188.277	   -82.154	    -0.153	    19.931	353.683517	353.683517	423.859521	2331.963122
   2.000	   0.565	       413.079	        72.792	   -48.638	  -356.116	  -178.448	   -81.993	    -0.151	    19.785	345.598750	345.598750	415.359336	2333.897125
   2.200	   0.561	       404.890	        74.497	   -47.434	  -350.322	  -169.234	   -81.839	    -0.150	    19.636	337.510113	337.510113	407.183061	2335.328333
   2.400	   0.557	       397.852	        76.873	   -46.256	  -344.737	  -160.582	   -81.687	    -0.148	    19.481	330.278178	330.278178	399.993005	2337.494791
   2.600	   0.553	       388.902	        76.446	   -44.918	  -339.355	  -152.127	   -81.474	    -0.146	    19.246	323.673702	323.673702	392.428305	2337.086903
   2.800	   0.549	       388.944	        82.610	   -42.294	  -334.215	  -141.803	   -80.956	    -0.138	    18.542	325.704774	325.704774	393.963789	2340.624037
   3.000	   0.545	       388.610	        89.113	   -39.447	  -329.366	  -131.548	   -80.603	    -0.130	    17.816	325.208957	325.208957	393.324370	2346.394356
   3.200	   0.541	       387.249	        95.355	   -36.507	  -324.808	  -121.771	   -80.435	    -0.122	    17.124	323.857043	323.857043	392.003586	2351.796268
   3.400	   0.537	       385.745	       101.867	   -33.865	  -320.520	  -113.516	   -80.417	    -0.115	    16.605	321.290629	321.290629	387.818786	2358.736447
   3.600	   0.533	       378.978	       102.550	   -30.511	  -316.484	  -104.825	   -80.380	    -0.105	    15.914	316.074642	316.074642	384.103757	2357.194424
   3.800	   0.529	       371.674	        99.806	   -27.040	  -312.709	   -96.534	   -79.998	    -0.093	    15.048	308.968722	308.968722	376.616651	2354.658700
   4.000	   0.525	       368.730	        96.597	   -23.747	  -309.228	   -87.325	   -78.991	    -0.082	    13.725	305.879817	305.879817	373.893889	2351.177358
   4.200	   0.522	       363.428	        92.757	   -20.732	  -306.058	   -78.417	   -78.331	    -0.072	    12.500	299.215481	299.215481	367.767888	2347.126247
   4.400	   0.518	       357.561	        90.950	   -18.155	  -303.175	   -70.905	   -78.138	    -0.063	    11.571	292.372472	292.372472	360.699832	2345.648101
   4.600	   0.514	       351.571	        90.172	   -15.775	  -300.543	   -64.224	   -78.192	    -0.055	    10.774	286.123508	286.123508	354.901067	2343.771595
   4.800	   0.510	       345.908	        89.703	   -13.412	  -298.145	   -58.057	   -78.319	    -0.048	    10.008	280.938395	280.938395	349.241541	2343.514208
   5.000	   0.506	       342.411	        90.810	   -11.262	  -295.953	   -52.747	   -78.427	    -0.040	     9.322	277.371230	277.371230	345.468611	2344.276482
   5.200	   0.502	       337.699	        89.972	    -9.184	  -293.950	   -47.747	   -78.482	    -0.033	     8.624	273.069799	273.069799	341.994800	2343.796288
   5.400	   0.498	       338.722	        95.009	    -6.460	  -292.151	   -41.751	   -78.620	    -0.023	     7.709	275.640333	275.640333	343.507309	2347.470673
   5.600	   0.494	       338.271	        98.939	    -3.349	  -290.584	   -36.044	   -78.895	    -0.012	     6.810	275.765811	275.765811	343.227122	2351.017434
   5.800	   0.490	       340.016	       104.123	     0.124	  -289.218	   -31.559	   -79.089	     0.000	     6.078	277.247823	277.247823	344.541536	2356.347476
   6.000	   0.486	       347.778	       107.732	     2.876	  -288.022	   -21.114	   -78.082	     0.011	     4.013	283.309841	283.309841	350.826068	2360.713982
   6.200	   0.482	       344.552	       110.240	     6.798	  -286.888	   -28.375	   -78.741	     0.025	     5.549	284.552810	284.552810	350.972007	2361.128566
   6.400	   0.478	       349.060	       110.362	    10.792	  -285.727	   -30.132	   -77.734	     0.040	     5.814	289.172881	289.172881	355.912878	2361.875070
   6.600	   0.474	       355.007	       107.798	    14.742	  -284.469	   -34.493	   -76.096	     0.053	     6.463	292.388831	292.388831	359.452552	2358.543462
   6.800	   0.470	       360.975	       105.204	    17.610	  -282.935	   -39.313	   -74.447	     0.063	     7.165	297.325422	297.325422	364.362247	2357.937104
   7.000	   0.467	       364.718	        98.489	    20.427	  -281.478	   -45.248	   -72.636	     0.071	     7.973	307.362152	307.362152	368.078478	2354.499493
   7.200	   0.463	       369.580	        92.543	    23.363	  -279.411	   -52.572	   -70.728	     0.080	     8.980	309.303566	309.303566	376.494893	2347.465394
   7.400	   0.459	       377.273	        91.435	    25.385	  -277.032	   -59.551	   -69.069	     0.085	     9.952	314.654480	314.654480	381.595923	2345.285190
   7.600	   0.455	       384.055	        86.264	    27.356	  -274.395	   -67.878	   -67.052	     0.090	    11.002	322.142134	322.142134	388.727757	2333.974499
   7.800	   0.451	       390.721	        84.967	    28.732	  -271.314	   -73.693	   -65.450	     0.094	    11.773	316.657056	316.657056	385.829505	2340.113665
   8.000	   0.447	       400.092	        84.669	    30.176	  -267.957	   -80.381	   -63.661	     0.097	    12.611	336.010568	336.010568	408.800510	2342.497659
   8.200	   0.443	       413.040	        84.872	    31.639	  -264.232	   -88.573	   -61.561	     0.099	    13.552	347.950937	347.950937	417.743556	2341.371926
   8.400	   0.439	       428.015	        86.957	    32.960	  -260.064	   -96.495	   -59.447	     0.102	    14.440	370.268696	370.268696	440.869622	2338.112933
   8.600	   0.435	       437.260	        86.963	    34.084	  -255.517	  -102.232	   -57.644	     0.104	    15.167	374.097806	374.097806	440.712323	2346.650154
   8.800	   0.431	       448.328	        86.134	    35.666	  -250.596	  -109.097	   -55.615	     0.107	    15.971	379.664174	379.664174	445.260486	2343.544840
   9.000	   0.427	       460.493	        87.227	    37.135	  -245.266	  -115.106	   -53.635	     0.110	    16.716	395.516002	395.516002	464.412371	2345.123482
   9.200	   0.423	       468.668	        84.820	    38.576	  -239.547	  -120.486	   -51.672	     0.112	    17.431	395.613058	395.613058	472.467275	2342.373054
   9.400	   0.419	       476.656	        85.451	    39.732	  -233.475	  -123.769	   -49.899	     0.115	    18.036	422.361483	422.361483	487.516106	2345.108416
   9.600	   0.416	       480.287	        83.791	    40.721	  -227.068	  -125.691	   -48.216	     0.117	    18.590	415.840416	415.840416	483.165041	2345.716748
   9.800	   0.412	       483.482	        80.784	    41.746	  -220.396	  -127.451	   -46.449	     0.119	    19.131	415.375567	415.375567	484.642358	2340.934265
  10.000	   0.408	       488.013	        81.353	    42.584	  -213.451	  -127.789	   -44.775	     0.121	    19.621	415.445725	415.445725	489.586015	2341.091169
  10.200	   0.404	       486.687	        78.356	    43.229	  -206.272	  -126.746	   -43.189	     0.122	    20.064	416.805612	416.805612	486.152156	2336.048692
