    时间	    汇点水头	    大井水位	    升管水位	    大井流量	    升管流量	    底板压差
   0.000	     -0.317	   2344.683	    2344.683	      0.000	      0.000	      0.000
   0.200	     -0.317	   2344.683	    2344.683	     -0.138	      0.000	     -0.000
   0.400	     -0.318	   2344.682	    2344.682	     -0.056	      0.000	     -0.000
   0.600	     -0.315	   2344.685	    2344.685	      1.756	      0.000	      0.000
   0.800	     -0.302	   2344.696	    2344.696	      4.090	      0.000	      0.002
   1.000	     -0.278	   2344.716	    2344.716	      6.567	      0.000	      0.006
   1.200	     -0.242	   2344.746	    2344.746	      9.101	      0.000	      0.012
   1.400	     -0.202	   2344.782	    2344.782	     10.222	      0.000	      0.016
   1.600	     -0.161	   2344.822	    2344.822	     10.720	      0.000	      0.017
   1.800	     -0.116	   2344.864	    2344.864	     11.551	      0.000	      0.020
   2.000	     -0.068	   2344.909	    2344.909	     12.334	      0.000	      0.023
   2.200	     -0.014	   2344.959	    2344.959	     13.563	      0.000	      0.028
   2.400	      0.048	   2345.013	    2345.013	     15.230	      0.000	      0.034
   2.600	      0.116	   2345.074	    2345.074	     16.827	      0.000	      0.042
   2.800	      0.191	   2345.141	    2345.141	     18.410	      0.000	      0.050
   3.000	      0.268	   2345.212	    2345.212	     19.156	      0.000	      0.055
   3.200	      0.370	   2345.292	    2345.292	     22.884	      0.000	      0.077
   3.400	      0.496	   2345.387	    2345.387	     27.108	      0.000	      0.109
   3.600	      0.642	   2345.498	    2345.498	     31.169	      0.000	      0.144
   3.800	      0.804	   2345.623	    2345.623	     34.860	      0.000	      0.181
   4.000	      0.976	   2345.761	    2345.761	     38.083	      0.000	      0.215
   4.200	      1.154	   2345.910	    2345.910	     40.535	      0.000	      0.244
   4.400	      1.338	   2346.068	    2346.068	     42.618	      0.000	      0.270
   4.600	      1.526	   2346.233	    2346.233	     44.457	      0.000	      0.294
   4.800	      1.726	   2346.405	    2346.405	     46.325	      0.000	      0.321
   5.000	      1.926	   2346.583	    2346.583	     48.014	      0.000	      0.343
   5.200	      2.138	   2346.768	    2346.768	     49.841	      0.000	      0.370
   5.400	      2.361	   2346.961	    2346.961	     51.779	      0.000	      0.399
   5.600	      2.585	   2347.161	    2347.161	     53.440	      0.000	      0.424
   5.800	      2.843	   2347.369	    2347.369	     56.469	      0.000	      0.474
   6.000	      3.124	   2347.590	    2347.590	     59.942	      0.000	      0.535
   6.200	      3.440	   2347.825	    2347.825	     64.325	      0.000	      0.615
   6.400	      3.745	   2348.075	    2348.075	     67.110	      0.000	      0.669
   6.600	      4.080	   2348.338	    2348.338	     70.751	      0.000	      0.742
   6.800	      4.439	   2348.614	    2348.614	     74.452	      0.000	      0.825
   7.000	      4.769	   2348.901	    2348.901	     76.582	      0.000	      0.868
   7.200	      5.115	   2349.195	    2349.195	     78.530	      0.000	      0.920
   7.400	      5.437	   2349.496	    2349.496	     79.374	      0.000	      0.941
   7.600	      5.758	   2349.798	    2349.798	     80.432	      0.000	      0.960
   7.800	      6.078	   2350.102	    2350.102	     80.944	      0.000	      0.976
   8.000	      6.422	   2350.410	    2350.410	     84.036	      0.000	      1.013
   8.200	      6.677	   2350.716	    2350.716	     79.472	      0.000	      0.960
   8.400	      7.023	   2351.025	    2351.025	     81.542	      0.000	      0.997
   8.600	      7.348	   2351.337	    2351.337	     82.453	      0.000	      1.011
   8.800	      7.682	   2351.649	    2351.649	     83.383	      0.000	      1.033
   9.000	      7.996	   2351.963	    2351.963	     83.398	      0.000	      1.032
   9.200	      8.314	   2352.279	    2352.279	     83.079	      0.000	      1.035
   9.400	      8.650	   2352.597	    2352.597	     83.936	      0.000	      1.053
   9.600	      8.957	   2352.917	    2352.917	     83.163	      0.000	      1.040
   9.800	      9.288	   2353.236	    2353.236	     83.933	      0.000	      1.052
  10.000	      9.608	   2353.555	    2353.555	     84.261	      0.000	      1.053
  10.200	      9.892	   2353.870	    2353.870	     82.597	      0.000	      1.022
  10.400	     10.189	   2354.182	    2354.182	     82.068	      0.000	      1.007
  10.600	     10.465	   2354.493	    2354.493	     80.468	      0.000	      0.972
  10.800	     10.748	   2354.799	    2354.799	     79.590	      0.000	      0.950
  11.000	     11.033	   2355.100	    2355.100	     79.074	      0.000	      0.933
  11.200	     11.291	   2355.397	    2355.397	     77.194	      0.000	      0.894
  11.400	     11.574	   2355.689	    2355.689	     77.545	      0.000	      0.885
  11.600	     11.816	   2355.976	    2355.976	     74.961	      0.000	      0.840
  11.800	     12.071	   2356.258	    2356.258	     73.721	      0.000	      0.813
  12.000	     12.332	   2356.536	    2356.536	     72.900	      0.000	      0.796
  12.200	     12.570	   2356.812	    2356.812	     70.941	      0.000	      0.759
  12.400	     12.831	   2357.082	    2357.082	     70.871	      0.000	      0.749
  12.600	     13.071	   2357.347	    2357.347	     69.672	      0.000	      0.723
  12.800	     13.293	   2357.608	    2357.608	     67.544	      0.000	      0.685
  13.000	     13.520	   2357.862	    2357.862	     66.558	      0.000	      0.658
  13.200	     13.734	   2358.111	    2358.111	     64.460	      0.000	      0.623
  13.400	     13.949	   2358.353	    2358.353	     63.236	      0.000	      0.596
  13.600	     14.161	   2358.590	    2358.590	     61.762	      0.000	      0.571
  13.800	     14.358	   2358.822	    2358.822	     59.871	      0.000	      0.536
  14.000	     14.559	   2359.046	    2359.046	     58.539	      0.000	      0.512
  14.200	     14.755	   2359.266	    2359.266	     57.318	      0.000	      0.489
  14.400	     14.935	   2359.479	    2359.479	     55.176	      0.000	      0.456
  14.600	     15.114	   2359.685	    2359.685	     53.676	      0.000	      0.430
  14.800	     15.296	   2359.886	    2359.886	     52.508	      0.000	      0.410
  15.000	     15.464	   2360.080	    2360.080	     50.680	      0.000	      0.383
  15.200	     15.630	   2360.269	    2360.269	     49.087	      0.000	      0.360
  15.400	     15.786	   2360.452	    2360.452	     47.283	      0.000	      0.334
  15.600	     15.943	   2360.629	    2360.629	     45.838	      0.000	      0.314
  15.800	     16.092	   2360.799	    2360.799	     44.338	      0.000	      0.293
  16.000	     16.229	   2360.963	    2360.963	     42.140	      0.000	      0.267
  16.200	     16.370	   2361.120	    2361.120	     40.697	      0.000	      0.249
  16.400	     16.511	   2361.274	    2361.274	     39.848	      0.000	      0.237
  16.600	     16.639	   2361.421	    2361.421	     38.003	      0.000	      0.217
  16.800	     16.766	   2361.564	    2361.564	     36.930	      0.000	      0.203
  17.000	     16.884	   2361.700	    2361.700	     35.092	      0.000	      0.184
  17.200	     16.997	   2361.830	    2361.830	     33.357	      0.000	      0.167
  17.400	     17.102	   2361.953	    2361.953	     31.624	      0.000	      0.149
  17.600	     17.201	   2362.069	    2362.069	     29.674	      0.000	      0.132
  17.800	     17.295	   2362.178	    2362.178	     27.913	      0.000	      0.117
  18.000	     17.382	   2362.281	    2362.281	     25.912	      0.000	      0.101
  18.200	     17.461	   2362.375	    2362.375	     23.869	      0.000	      0.086
  18.400	     17.537	   2362.463	    2362.463	     22.373	      0.000	      0.074
  18.600	     17.606	   2362.544	    2362.544	     20.359	      0.000	      0.062
  18.800	     17.669	   2362.617	    2362.617	     18.406	      0.000	      0.051
