    时间	    汇点水头	    大井水位	    升管水位	    大井流量	    升管流量	    底板压差
   0.000	    431.157	   2791.457	    2791.457	      0.000	      0.000	      0.000
   0.200	    431.156	   2791.456	    2791.456	     -0.639	      0.000	     -0.000
   0.400	    431.155	   2791.455	    2791.455	     -0.965	      0.000	     -0.000
   0.600	    431.153	   2791.453	    2791.453	     -0.937	      0.000	     -0.000
   0.800	    431.151	   2791.451	    2791.451	     -0.794	      0.000	     -0.000
   1.000	    431.150	   2791.450	    2791.450	     -0.810	      0.000	     -0.000
   1.200	    431.148	   2791.448	    2791.448	     -1.030	      0.000	     -0.000
   1.400	    431.147	   2791.447	    2791.447	      0.289	      0.000	      0.000
   1.600	    431.149	   2791.449	    2791.449	      1.727	      0.000	      0.000
   1.800	    431.155	   2791.454	    2791.454	      3.378	      0.000	      0.001
   2.000	    431.163	   2791.462	    2791.462	      4.965	      0.000	      0.001
   2.200	    431.175	   2791.473	    2791.473	      6.011	      0.000	      0.002
   2.400	    431.190	   2791.486	    2791.486	      7.982	      0.000	      0.003
   2.600	    431.206	   2791.502	    2791.502	      8.934	      0.000	      0.004
   2.800	    431.227	   2791.521	    2791.521	     10.731	      0.000	      0.006
   3.000	    431.251	   2791.542	    2791.542	     12.765	      0.000	      0.009
   3.200	    431.278	   2791.567	    2791.567	     13.909	      0.000	      0.010
   3.400	    431.308	   2791.596	    2791.596	     15.616	      0.000	      0.013
   3.600	    431.343	   2791.627	    2791.627	     17.568	      0.000	      0.016
   3.800	    431.383	   2791.663	    2791.663	     19.407	      0.000	      0.020
   4.000	    431.429	   2791.702	    2791.702	     22.355	      0.000	      0.027
   4.200	    431.481	   2791.747	    2791.747	     25.184	      0.000	      0.034
   4.400	    431.541	   2791.798	    2791.798	     28.326	      0.000	      0.043
   4.600	    431.607	   2791.855	    2791.855	     31.326	      0.000	      0.052
   4.800	    431.682	   2791.918	    2791.918	     34.691	      0.000	      0.064
   5.000	    431.767	   2791.988	    2791.988	     38.535	      0.000	      0.079
   5.200	    431.860	   2792.064	    2792.064	     42.509	      0.000	      0.096
   5.400	    431.968	   2792.149	    2792.149	     47.241	      0.000	      0.119
   5.600	    432.078	   2792.242	    2792.242	     50.658	      0.000	      0.136
   5.800	    432.199	   2792.341	    2792.341	     54.415	      0.000	      0.157
   6.000	    432.326	   2792.448	    2792.448	     57.935	      0.000	      0.179
   6.200	    432.466	   2792.561	    2792.561	     62.030	      0.000	      0.205
   6.400	    432.609	   2792.682	    2792.682	     65.256	      0.000	      0.227
   6.600	    432.760	   2792.809	    2792.809	     68.718	      0.000	      0.252
   6.800	    432.922	   2792.943	    2792.943	     72.465	      0.000	      0.280
   7.000	    433.095	   2793.084	    2793.084	     76.479	      0.000	      0.311
   7.200	    433.267	   2793.231	    2793.231	     79.452	      0.000	      0.336
   7.400	    433.454	   2793.386	    2793.386	     83.182	      0.000	      0.368
   7.600	    433.657	   2793.548	    2793.548	     87.642	      0.000	      0.409
   7.800	    433.866	   2793.718	    2793.718	     91.751	      0.000	      0.448
   8.000	    434.095	   2793.896	    2793.896	     96.725	      0.000	      0.498
   8.200	    434.323	   2794.084	    2794.084	    100.682	      0.000	      0.539
   8.400	    434.567	   2794.279	    2794.279	    105.072	      0.000	      0.588
   8.600	    434.823	   2794.482	    2794.482	    109.759	      0.000	      0.641
   8.800	    435.085	   2794.693	    2794.693	    113.899	      0.000	      0.691
   9.000	    435.349	   2794.912	    2794.912	    117.636	      0.000	      0.737
   9.200	    435.623	   2795.139	    2795.139	    121.347	      0.000	      0.784
   9.400	    435.906	   2795.372	    2795.372	    125.106	      0.000	      0.834
   9.600	    436.198	   2795.612	    2795.612	    128.972	      0.000	      0.886
   9.800	    436.482	   2795.859	    2795.859	    131.635	      0.000	      0.922
  10.000	    436.793	   2796.113	    2796.113	    135.640	      0.000	      0.980
  10.200	    437.125	   2796.374	    2796.374	    140.456	      0.000	      1.051
  10.400	    437.457	   2796.644	    2796.644	    144.492	      0.000	      1.113
  10.600	    437.815	   2796.923	    2796.923	    149.641	      0.000	      1.192
  10.800	    438.173	   2797.210	    2797.210	    154.046	      0.000	      1.263
  11.000	    438.541	   2797.505	    2797.505	    158.132	      0.000	      1.336
  11.200	    438.907	   2797.808	    2797.808	    161.985	      0.000	      1.398
  11.400	    439.283	   2798.119	    2798.119	    165.753	      0.000	      1.464
  11.600	    439.655	   2798.436	    2798.436	    168.831	      0.000	      1.519
  11.800	    440.027	   2798.758	    2798.758	    171.551	      0.000	      1.569
  12.000	    440.392	   2799.085	    2799.085	    173.553	      0.000	      1.607
  12.200	    440.757	   2799.415	    2799.415	    175.391	      0.000	      1.641
  12.400	    441.108	   2799.747	    2799.747	    176.502	      0.000	      1.661
  12.600	    441.468	   2800.083	    2800.083	    177.829	      0.000	      1.685
  12.800	    441.857	   2800.422	    2800.422	    180.446	      0.000	      1.736
  13.000	    442.227	   2800.764	    2800.764	    181.899	      0.000	      1.763
  13.200	    442.607	   2801.110	    2801.110	    183.647	      0.000	      1.797
  13.400	    442.976	   2801.458	    2801.458	    184.614	      0.000	      1.818
  13.600	    443.337	   2801.808	    2801.808	    185.164	      0.000	      1.829
  13.800	    443.672	   2802.158	    2802.158	    184.367	      0.000	      1.814
  14.000	    444.021	   2802.508	    2802.508	    184.375	      0.000	      1.813
  14.200	    444.335	   2802.855	    2802.855	    182.601	      0.000	      1.780
  14.400	    444.625	   2803.198	    2803.198	    179.856	      0.000	      1.727
  14.600	    444.912	   2803.537	    2803.537	    177.142	      0.000	      1.676
  14.800	    445.167	   2803.868	    2803.868	    173.103	      0.000	      1.599
  15.000	    445.438	   2804.193	    2804.193	    170.124	      0.000	      1.545
  15.200	    445.704	   2804.512	    2804.512	    167.109	      0.000	      1.492
  15.400	    445.970	   2804.826	    2804.826	    164.419	      0.000	      1.444
  15.600	    446.224	   2805.134	    2805.134	    161.313	      0.000	      1.390
  15.800	    446.483	   2805.437	    2805.437	    158.818	      0.000	      1.346
  16.000	    446.742	   2805.735	    2805.735	    156.451	      0.000	      1.307
  16.200	    447.000	   2806.029	    2806.029	    154.300	      0.000	      1.271
  16.400	    447.242	   2806.318	    2806.318	    151.411	      0.000	      1.223
