    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.732	       513.722	        52.228	    74.634	   428.600	   306.160	    84.775	     0.199	    20.815	452.023297	451.516968	513.721800	2324.567598
   0.200	   0.732	       521.492	        52.821	    74.641	   428.600	   306.228	    84.770	     0.199	    20.818	451.748367	451.748367	521.392675	2325.227587
   0.400	   0.732	       522.277	        53.097	    74.699	   428.600	   306.818	    84.725	     0.199	    20.835	453.096097	453.096097	522.490224	2325.855926
   0.600	   0.732	       524.400	        54.306	    74.802	   428.601	   307.875	    84.644	     0.199	    20.867	455.221571	455.221571	524.603723	2326.630737
   0.800	   0.732	       526.172	        54.838	    74.942	   428.601	   309.312	    84.534	     0.200	    20.910	457.011622	457.011622	526.396720	2327.475252
   1.000	   0.732	       528.834	        55.690	    75.146	   428.601	   311.410	    84.375	     0.200	    20.973	459.134609	459.134609	528.569990	2328.123536
   1.200	   0.732	       530.106	        55.503	    75.311	   428.601	   313.103	    84.248	     0.200	    21.023	461.224212	461.224212	530.589332	2328.002023
   1.400	   0.732	       533.027	        55.344	    75.657	   428.601	   316.679	    83.980	     0.200	    21.128	464.257665	464.257665	533.328616	2327.973974
   1.600	   0.732	       535.163	        55.062	    75.928	   428.601	   319.490	    83.772	     0.200	    21.210	466.465348	466.465348	535.716426	2327.400597
   1.800	   0.732	       537.925	        54.467	    76.303	   428.602	   323.399	    83.485	     0.201	    21.323	469.993927	469.993927	539.210804	2328.088646
   2.000	   0.732	       540.325	        55.038	    76.507	   428.602	   325.543	    83.330	     0.201	    21.385	471.280279	471.280279	540.554861	2328.134995
   2.200	   0.732	       541.613	        54.405	    76.721	   428.602	   327.798	    83.169	     0.201	    21.450	472.784511	472.784511	542.018049	2327.582535
   2.400	   0.732	       544.070	        54.554	    76.978	   428.602	   330.509	    82.976	     0.201	    21.527	475.060977	475.060977	544.441104	2327.926731
   2.600	   0.732	       544.403	        52.255	    77.270	   428.602	   333.603	    82.757	     0.201	    21.614	474.638343	474.638343	545.020408	2327.296743
   2.800	   0.732	       548.077	        53.670	    77.520	   428.602	   336.264	    82.571	     0.202	    21.688	479.533736	479.533736	548.906480	2327.202895
   3.000	   0.732	       550.653	        54.082	    77.759	   428.602	   338.812	    82.394	     0.202	    21.759	481.707441	481.707441	551.301600	2327.931870
   3.200	   0.732	       553.907	        54.240	    78.100	   428.603	   342.464	    82.143	     0.202	    21.860	485.189389	485.189389	554.528222	2327.915677
   3.400	   0.732	       556.727	        54.776	    78.350	   428.603	   345.160	    81.959	     0.202	    21.933	486.589566	486.589566	554.628970	2328.980063
   3.600	   0.732	       561.246	        55.475	    78.769	   428.603	   349.676	    81.654	     0.203	    22.055	491.593593	491.593593	561.131886	2329.024697
   3.800	   0.732	       562.942	        54.448	    79.066	   428.603	   352.899	    81.438	     0.203	    22.141	494.543728	494.543728	563.680348	2328.784190
   4.000	   0.732	       566.566	        54.516	    79.453	   428.603	   357.112	    81.160	     0.203	    22.252	497.890949	497.890949	567.005597	2328.962394
   4.200	   0.732	       569.815	        54.419	    79.820	   428.603	   361.143	    80.900	     0.203	    22.360	501.271755	501.271755	570.227154	2328.785585
   4.400	   0.732	       571.838	        53.378	    80.156	   428.604	   364.858	    80.665	     0.204	    22.459	503.799941	503.799941	572.504632	2328.325914
   4.600	   0.732	       574.081	        53.337	    80.406	   428.604	   367.630	    80.491	     0.204	    22.532	505.166946	505.166946	574.321152	2328.281121
   4.800	   0.732	       574.941	        52.240	    80.620	   428.604	   370.006	    80.343	     0.204	    22.594	505.973051	505.973051	575.098109	2327.378037
   5.000	   0.732	       575.300	        51.403	    80.750	   428.604	   371.460	    80.253	     0.204	    22.632	506.175375	506.175375	574.856581	2326.456872
   5.200	   0.732	       574.820	        49.941	    80.857	   428.604	   372.654	    80.179	     0.204	    22.663	506.132729	506.132729	575.515076	2326.210759
   5.400	   0.732	       575.147	        49.873	    80.900	   428.604	   373.134	    80.149	     0.204	    22.675	505.883804	505.883804	575.477476	2325.449719
   5.600	   0.732	       574.596	        49.824	    80.846	   428.605	   372.524	    80.187	     0.204	    22.659	505.143447	505.143447	574.650975	2325.296430
   5.800	   0.732	       575.605	        50.442	    80.888	   428.605	   373.000	    80.158	     0.204	    22.672	505.383060	505.383060	575.184239	2325.789790
   6.000	   0.732	       574.579	        50.083	    80.816	   428.605	   372.187	    80.208	     0.204	    22.651	505.521212	505.521212	575.285062	2325.719228
   6.200	   0.732	       576.140	        50.968	    80.889	   428.605	   373.010	    80.157	     0.204	    22.672	506.302036	506.302036	576.064618	2326.240956
   6.400	   0.732	       576.861	        51.385	    80.922	   428.605	   373.380	    80.134	     0.204	    22.681	507.516909	507.516909	577.044713	2326.925940
   6.600	   0.732	       577.906	        51.221	    81.054	   428.605	   374.850	    80.044	     0.204	    22.719	509.090131	509.090131	578.308616	2326.762812
