    时间	    汇点水头	    大井水位	    升管水位	    大井流量	    升管流量	    底板压差
   0.000	    431.157	   2791.457	    2791.457	      0.000	      0.000	      0.000
   0.200	    431.156	   2791.456	    2791.456	     -0.639	      0.000	     -0.000
   0.400	    431.155	   2791.455	    2791.455	     -0.965	      0.000	     -0.000
   0.600	    431.153	   2791.453	    2791.453	     -0.937	      0.000	     -0.000
   0.800	    431.151	   2791.451	    2791.451	     -0.794	      0.000	     -0.000
   1.000	    431.150	   2791.450	    2791.450	     -0.810	      0.000	     -0.000
   1.200	    431.148	   2791.448	    2791.448	     -1.030	      0.000	     -0.000
   1.400	    431.147	   2791.447	    2791.447	      0.289	      0.000	      0.000
   1.600	    431.149	   2791.449	    2791.449	      1.622	      0.000	      0.000
   1.800	    431.154	   2791.454	    2791.454	      3.068	      0.000	      0.000
   2.000	    431.162	   2791.461	    2791.461	      4.433	      0.000	      0.001
   2.200	    431.172	   2791.470	    2791.470	      5.245	      0.000	      0.001
   2.400	    431.185	   2791.482	    2791.482	      6.959	      0.000	      0.003
   2.600	    431.199	   2791.496	    2791.496	      7.594	      0.000	      0.003
   2.800	    431.216	   2791.511	    2791.511	      9.028	      0.000	      0.004
   3.000	    431.236	   2791.530	    2791.530	     10.646	      0.000	      0.006
   3.200	    431.257	   2791.550	    2791.550	     11.443	      0.000	      0.007
   3.400	    431.282	   2791.573	    2791.573	     12.768	      0.000	      0.009
   3.600	    431.310	   2791.599	    2791.599	     14.311	      0.000	      0.011
   3.800	    431.342	   2791.628	    2791.628	     15.839	      0.000	      0.013
   4.000	    431.379	   2791.661	    2791.661	     18.410	      0.000	      0.018
   4.200	    431.421	   2791.698	    2791.698	     21.006	      0.000	      0.023
   4.400	    431.471	   2791.741	    2791.741	     23.921	      0.000	      0.030
   4.600	    431.527	   2791.789	    2791.789	     26.684	      0.000	      0.038
   4.800	    431.591	   2791.843	    2791.843	     29.864	      0.000	      0.047
   5.000	    431.663	   2791.903	    2791.903	     33.453	      0.000	      0.059
   5.200	    431.744	   2791.970	    2791.970	     37.245	      0.000	      0.074
   5.400	    431.837	   2792.045	    2792.045	     41.625	      0.000	      0.092
   5.600	    431.932	   2792.126	    2792.126	     44.676	      0.000	      0.106
   5.800	    432.037	   2792.214	    2792.214	     48.045	      0.000	      0.123
   6.000	    432.148	   2792.308	    2792.308	     51.190	      0.000	      0.139
   6.200	    432.269	   2792.409	    2792.409	     54.873	      0.000	      0.160
   6.400	    432.393	   2792.516	    2792.516	     57.728	      0.000	      0.178
   6.600	    432.525	   2792.628	    2792.628	     60.837	      0.000	      0.197
   6.800	    432.667	   2792.746	    2792.746	     64.315	      0.000	      0.220
   7.000	    432.818	   2792.872	    2792.872	     68.071	      0.000	      0.247
   7.200	    432.970	   2793.003	    2793.003	     70.799	      0.000	      0.267
   7.400	    433.136	   2793.142	    2793.142	     74.314	      0.000	      0.294
   7.600	    433.315	   2793.286	    2793.286	     78.552	      0.000	      0.328
   7.800	    433.501	   2793.439	    2793.439	     82.498	      0.000	      0.362
   8.000	    433.704	   2793.600	    2793.600	     87.119	      0.000	      0.404
   8.200	    433.907	   2793.768	    2793.768	     90.812	      0.000	      0.439
   8.400	    434.123	   2793.944	    2793.944	     94.749	      0.000	      0.478
   8.600	    434.350	   2794.128	    2794.128	     99.043	      0.000	      0.522
   8.800	    434.579	   2794.318	    2794.318	    102.596	      0.000	      0.561
   9.000	    434.810	   2794.515	    2794.515	    105.733	      0.000	      0.595
   9.200	    435.050	   2794.719	    2794.719	    108.853	      0.000	      0.631
   9.400	    435.296	   2794.928	    2794.928	    111.976	      0.000	      0.668
   9.600	    435.551	   2795.143	    2795.143	    115.333	      0.000	      0.709
   9.800	    435.799	   2795.363	    2795.363	    117.550	      0.000	      0.736
  10.000	    436.070	   2795.590	    2795.590	    121.057	      0.000	      0.781
  10.200	    436.360	   2795.823	    2795.823	    125.378	      0.000	      0.837
  10.400	    436.650	   2796.064	    2796.064	    128.931	      0.000	      0.886
  10.600	    436.961	   2796.312	    2796.312	    133.462	      0.000	      0.948
  10.800	    437.273	   2796.569	    2796.569	    137.343	      0.000	      1.004
  11.000	    437.595	   2796.832	    2796.832	    141.029	      0.000	      1.063
  11.200	    437.914	   2797.102	    2797.102	    144.432	      0.000	      1.112
  11.400	    438.240	   2797.379	    2797.379	    147.614	      0.000	      1.162
  11.600	    438.565	   2797.661	    2797.661	    150.267	      0.000	      1.204
  11.800	    438.889	   2797.948	    2797.948	    152.573	      0.000	      1.241
  12.000	    439.209	   2798.239	    2798.239	    154.298	      0.000	      1.270
  12.200	    439.530	   2798.532	    2798.532	    155.927	      0.000	      1.297
  12.400	    439.839	   2798.827	    2798.827	    156.867	      0.000	      1.312
  12.600	    440.156	   2799.125	    2799.125	    157.986	      0.000	      1.330
  12.800	    440.492	   2799.426	    2799.426	    160.120	      0.000	      1.367
  13.000	    440.813	   2799.729	    2799.729	    161.097	      0.000	      1.383
  13.200	    441.145	   2800.035	    2800.035	    162.612	      0.000	      1.409
  13.400	    441.473	   2800.344	    2800.344	    163.710	      0.000	      1.429
  13.600	    441.804	   2800.655	    2800.655	    164.849	      0.000	      1.449
  13.800	    442.117	   2800.967	    2800.967	    164.851	      0.000	      1.450
  14.000	    442.446	   2801.280	    2801.280	    165.787	      0.000	      1.465
  14.200	    442.758	   2801.594	    2801.594	    165.654	      0.000	      1.464
  14.400	    443.056	   2801.907	    2801.907	    164.787	      0.000	      1.449
  14.600	    443.356	   2802.218	    2802.218	    164.100	      0.000	      1.437
  14.800	    443.620	   2802.527	    2802.527	    161.602	      0.000	      1.393
  15.000	    443.905	   2802.832	    2802.832	    160.426	      0.000	      1.374
  15.200	    444.179	   2803.134	    2803.134	    158.740	      0.000	      1.345
  15.400	    444.453	   2803.433	    2803.433	    157.236	      0.000	      1.320
  15.600	    444.706	   2803.728	    2803.728	    154.700	      0.000	      1.278
  15.800	    444.965	   2804.019	    2804.019	    152.790	      0.000	      1.246
  16.000	    445.215	   2804.305	    2804.305	    150.548	      0.000	      1.210
  16.200	    445.462	   2804.588	    2804.588	    148.308	      0.000	      1.175
  16.400	    445.689	   2804.865	    2804.865	    145.097	      0.000	      1.124
