    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.883	       496.798	        64.200	    81.324	   428.600	   306.065	    87.838	     0.225	    22.340	421.354739	420.753579	496.798437	2339.833435
   0.200	   0.883	       508.637	        64.134	    81.157	   436.922	   307.178	    89.167	     0.224	    21.809	422.918895	422.918619	508.037932	2339.959441
   0.400	   0.883	       510.669	        63.222	    80.906	   445.122	   307.183	    90.513	     0.222	    21.254	425.488290	425.487827	510.343418	2339.374866
   0.600	   0.883	       513.529	        63.328	    80.670	   453.169	   306.875	    91.840	     0.221	    20.716	428.359490	428.358555	513.201750	2338.793829
   0.800	   0.883	       515.907	        62.678	    80.488	   461.073	   306.771	    93.104	     0.219	    20.207	430.782528	430.780668	515.622705	2338.329473
   1.000	   0.883	       520.080	        63.725	    80.361	   468.834	   307.020	    94.324	     0.218	    19.743	434.100987	434.098894	519.086355	2338.976858
   1.200	   0.883	       522.830	        64.488	    80.116	   476.463	   305.822	    95.628	     0.217	    19.258	437.712858	437.710488	522.640571	2339.686273
   1.400	   0.883	       527.190	        65.476	    80.041	   483.972	   306.307	    96.759	     0.216	    18.842	442.136520	442.133803	526.698405	2340.611648
   1.600	   0.883	       530.438	        66.217	    79.866	   491.360	   305.630	    97.948	     0.215	    18.410	445.474365	445.471224	530.290812	2340.708236
   1.800	   0.883	       533.628	        65.495	    79.849	   498.643	   306.466	    98.964	     0.214	    18.031	449.739347	449.735693	534.478753	2341.289635
   2.000	   0.883	       536.791	        65.473	    79.639	   505.811	   305.307	   100.020	     0.213	    17.579	451.454639	451.450428	536.296984	2340.440833
   2.200	   0.883	       538.657	        64.122	    79.442	   512.855	   304.073	   101.042	     0.211	    17.142	453.729020	453.724113	538.411048	2338.960246
   2.400	   0.883	       542.628	        63.595	    79.235	   519.777	   302.536	   101.891	     0.210	    16.659	457.129556	457.123764	542.151505	2338.496743
   2.600	   0.883	       543.650	        60.348	    78.938	   526.583	   299.774	   102.732	     0.208	    16.138	456.710266	456.703350	543.103338	2337.269450
   2.800	   0.883	       548.901	        61.651	    78.378	   533.177	   293.773	   103.547	     0.205	    15.478	462.956431	462.948040	548.291605	2336.335895
   3.000	   0.883	       552.141	        60.947	    77.631	   539.539	   285.255	   104.302	     0.203	    14.717	465.413473	465.404258	551.149956	2335.581670
   3.200	   0.883	       556.419	        59.772	    76.875	   545.636	   276.560	   104.836	     0.199	    13.937	469.752271	469.742142	555.249303	2333.703107
   3.400	   0.883	       560.566	        58.750	    75.929	   551.471	   265.501	   105.339	     0.196	    13.084	471.078102	471.066923	554.958832	2333.195018
   3.600	   0.883	       567.473	        59.322	    75.135	   557.019	   256.211	   105.667	     0.192	    12.329	479.057833	479.045421	565.084218	2331.969391
   3.800	   0.883	       572.248	        58.468	    74.041	   562.276	   243.722	   106.002	     0.188	    11.474	485.545743	485.531876	570.855878	2331.575366
   4.000	   0.883	       578.904	        59.497	    72.974	   567.237	   231.571	   106.283	     0.185	    10.675	491.510361	491.494768	576.989472	2332.006399
   4.200	   0.883	       585.216	        60.578	    71.879	   571.893	   219.994	   106.549	     0.181	     9.945	497.648762	497.631051	583.313850	2332.474274
   4.400	   0.883	       590.260	        60.710	    70.811	   576.281	   208.596	   106.801	     0.177	     9.260	503.076478	503.056029	588.047826	2332.376094
   4.600	   0.883	       595.496	        61.411	    69.694	   580.416	   197.514	   107.044	     0.173	     8.621	507.700482	507.676518	593.493119	2332.219396
   4.800	   0.883	       599.538	        61.172	    68.615	   584.303	   186.635	   107.270	     0.170	     8.018	512.218459	512.189799	597.509477	2331.587239
   5.000	   0.883	       603.280	        60.852	    67.432	   587.940	   175.356	   107.469	     0.166	     7.422	516.234483	516.199555	601.020948	2330.596545
   5.200	   0.883	       605.237	        59.097	    66.243	   591.336	   163.850	   107.661	     0.163	     6.841	518.519999	518.476067	604.744894	2330.145918
   5.400	   0.883	       609.457	        59.926	    64.851	   594.463	   151.021	   107.828	     0.159	     6.226	521.103881	521.051602	607.404256	2329.224837
   5.600	   0.883	       611.315	        59.034	    63.272	   597.304	   136.395	   108.002	     0.154	     5.561	522.638546	522.578395	608.756084	2327.554930
   5.800	   0.883	       613.601	        58.764	    61.722	   599.845	   122.024	   108.144	     0.150	     4.925	524.002417	523.932097	610.692282	2326.747570
   6.000	   0.883	       613.858	        57.212	    59.853	   602.080	   104.993	   108.295	     0.145	     4.202	525.328151	525.244138	611.693318	2324.805589
   6.200	   0.883	       615.604	        57.286	    58.208	   603.998	    90.138	   108.412	     0.141	     3.581	526.422827	526.319861	613.363097	2323.731113
   6.400	   0.883	       617.094	        57.745	    56.262	   605.592	    73.685	   108.526	     0.136	     2.910	527.981524	527.850913	614.383432	2324.105256
   6.600	   0.883	       617.561	        57.565	    54.369	   606.874	    58.114	   108.626	     0.131	     2.285	528.616017	528.441587	614.788047	2323.247697
