    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.732	       513.722	        52.228	    74.634	   428.600	   306.160	    84.775	     0.199	    20.815	452.023297	451.516968	513.721800	2324.567598
   0.400	   0.728	       527.848	        50.545	    74.083	   445.113	   307.923	    87.180	     0.196	    19.766	457.554199	457.554199	527.316067	2323.330176
   0.800	   0.720	       535.227	        48.913	    73.332	   461.134	   308.573	    89.412	     0.192	    18.738	464.622036	464.622036	534.404777	2322.454019
   1.200	   0.712	       543.913	        50.317	    72.611	   476.645	   309.243	    91.679	     0.189	    17.878	473.548714	473.548714	543.318894	2321.846130
   1.600	   0.704	       552.338	        51.299	    71.910	   491.701	   309.859	    93.814	     0.185	    17.086	482.705720	482.705720	552.363404	2322.161282
   2.000	   0.696	       560.712	        51.746	    71.069	   506.288	   307.554	    95.779	     0.181	    16.193	489.822503	489.822503	559.838839	2322.709095
   2.400	   0.688	       569.471	        49.879	    69.928	   520.266	   300.523	    97.330	     0.177	    15.057	497.408570	497.408570	567.905272	2320.704422
   2.800	   0.680	       579.367	        46.227	    68.243	   533.483	   285.945	    98.417	     0.170	    13.587	507.408697	507.408697	577.761118	2316.674381
   3.200	   0.673	       590.146	        42.745	    65.475	   545.339	   257.475	    99.139	     0.161	    11.622	517.178061	517.178061	587.673663	2312.102939
   3.600	   0.665	       603.905	        42.931	    62.625	   555.685	   228.839	    99.653	     0.152	     9.865	529.831346	529.831346	600.962624	2310.867515
   4.000	   0.657	       615.802	        46.756	    59.539	   564.642	   198.768	   100.415	     0.143	     8.292	543.096242	543.096242	613.912145	2313.944913
   4.400	   0.649	       624.748	        49.066	    56.792	   572.333	   173.579	   101.091	     0.135	     7.047	552.767212	552.767212	623.210281	2315.680752
   4.800	   0.641	       631.595	        49.471	    54.261	   579.003	   152.061	   101.612	     0.129	     6.025	558.683198	558.683198	629.332011	2314.291976
   5.200	   0.633	       636.048	        48.531	    51.495	   584.702	   129.170	   102.051	     0.121	     5.012	561.819329	561.819329	632.885236	2312.043651
   5.600	   0.626	       634.698	        44.351	    47.645	   589.296	    99.160	   102.495	     0.112	     3.791	560.041885	560.041885	631.261399	2307.983410
   6.000	   0.618	       632.893	        40.415	    43.447	   592.651	    69.194	   102.784	     0.102	     2.616	558.465946	558.465946	629.632951	2303.946305
   6.400	   0.610	       638.495	        44.146	    39.084	   594.816	    40.362	   102.895	     0.091	     1.512	563.676468	563.676468	635.158029	2305.423566
   6.800	   0.602	       645.007	        48.421	    34.625	   595.885	    13.258	   102.794	     0.081	     0.493	569.272911	569.272911	640.744513	2308.340824
   7.200	   0.594	       649.686	        50.428	    31.151	   596.059	    -5.644	   102.531	     0.072	    -0.209	575.727867	575.727867	646.825822	2309.135521
   7.600	   0.586	       654.316	        52.052	    27.771	   595.517	   -22.597	   102.126	     0.064	    -0.831	580.832521	580.832521	651.856457	2310.011724
   8.000	   0.578	       654.361	        49.331	    24.188	   594.302	   -41.142	   101.634	     0.056	    -1.508	580.293908	580.293908	651.574569	2307.917909
   8.400	   0.571	       653.467	        45.589	    20.147	   592.212	   -65.421	   100.990	     0.046	    -2.393	580.461745	580.461745	651.750566	2303.002944
   8.800	   0.563	       656.280	        44.396	    15.542	   589.160	   -89.078	   100.097	     0.036	    -3.251	580.389999	580.389999	652.235934	2300.927682
   9.200	   0.555	       658.528	        43.237	    10.481	   585.142	  -113.375	    99.105	     0.024	    -4.140	582.231129	582.231129	654.444559	2300.154388
   9.600	   0.547	       660.083	        44.021	     5.867	   580.101	  -137.520	    98.170	     0.013	    -5.057	585.927659	585.927659	657.423263	2301.288329
  10.000	   0.539	       663.508	        48.666	     1.668	   574.066	  -160.962	    97.237	     0.004	    -5.992	588.466020	588.466020	659.523303	2305.480681
  10.400	   0.531	       662.898	        53.046	    -1.638	   567.163	  -177.129	    96.460	    -0.004	    -6.729	587.502815	587.502815	658.779606	2308.793516
  10.800	   0.524	       653.866	        52.898	    -4.504	   559.502	  -190.642	    95.862	    -0.010	    -7.450	579.120762	579.120762	650.749782	2308.721691
  11.200	   0.516	       637.150	        49.490	    -7.364	   551.128	  -206.006	    95.500	    -0.017	    -8.360	564.618486	564.618486	635.237693	2305.945007
  11.600	   0.508	       616.254	        48.930	   -10.278	   541.786	  -227.513	    95.563	    -0.024	    -9.731	542.779831	542.779831	613.773370	2305.130143
  12.000	   0.500	       590.011	        51.440	   -12.904	   531.291	  -248.764	    96.200	    -0.032	   -11.434	517.495063	517.495063	588.173697	2307.394838
  12.400	   0.492	       566.624	        57.357	   -14.231	   519.992	  -253.366	    96.838	    -0.036	   -12.587	496.353334	496.353334	566.623552	2312.829601
  12.800	   0.484	       544.215	        62.165	   -14.996	   508.414	  -250.284	    97.329	    -0.039	   -13.438	474.217965	474.217965	544.350353	2317.593142
  13.200	   0.476	       523.430	        61.971	   -14.733	   497.032	  -234.599	    97.251	    -0.039	   -13.459	453.636603	453.636603	523.664462	2317.811254
  13.600	   0.469	       508.117	        63.118	   -13.973	   486.280	  -214.555	    96.886	    -0.038	   -13.045	439.002128	439.002128	508.533388	2318.550584
  14.000	   0.461	       497.064	        66.008	   -13.091	   476.271	  -194.891	    96.408	    -0.036	   -12.488	426.568415	426.568415	496.645065	2320.218498
  14.400	   0.453	       487.020	        66.554	   -11.760	   467.065	  -172.853	    95.717	    -0.033	   -11.577	418.172240	418.172240	488.001200	2320.578288
