    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.732	       513.722	        52.228	    74.634	   428.600	   306.160	    84.775	     0.199	    20.815	452.023297	451.516968	513.721800	2324.567598
   0.200	   0.732	       524.387	        51.978	    74.450	   436.926	   307.183	    86.052	     0.198	    20.312	453.930881	453.930881	523.808035	2324.498938
   0.400	   0.727	       528.157	        50.530	    74.080	   445.140	   308.140	    87.155	     0.196	    19.765	457.695739	457.695739	527.506217	2323.392779
   0.600	   0.723	       531.532	        49.642	    73.631	   453.214	   308.023	    88.307	     0.194	    19.219	461.023939	461.023939	530.836189	2321.856334
   0.800	   0.718	       534.362	        48.101	    73.214	   461.148	   308.049	    89.415	     0.192	    18.706	463.867405	463.867405	533.690075	2320.360594
   1.000	   0.714	       538.446	        48.330	    72.843	   468.947	   308.640	    90.539	     0.190	    18.273	467.409065	467.409065	537.280880	2320.166323
   1.200	   0.709	       542.070	        49.227	    72.362	   476.621	   307.853	    91.736	     0.188	    17.822	471.442007	471.442007	541.376644	2320.930931
   1.400	   0.705	       546.987	        50.804	    71.945	   484.170	   307.770	    92.845	     0.186	    17.410	476.272345	476.272345	545.990622	2322.330296
   1.600	   0.701	       550.655	        52.132	    71.405	   491.579	   306.002	    94.013	     0.184	    16.958	479.922426	479.922426	549.850330	2322.966455
   1.800	   0.696	       554.416	        51.741	    70.957	   498.846	   304.891	    94.975	     0.182	    16.501	484.488647	484.488647	554.345007	2323.462241
   2.000	   0.692	       557.578	        51.017	    70.340	   505.953	   301.536	    95.918	     0.180	    15.954	486.414759	486.414759	556.421680	2321.920456
   2.200	   0.687	       559.986	        48.944	    69.700	   512.877	   297.537	    96.762	     0.177	    15.380	489.071530	489.071530	559.024348	2319.526183
   2.400	   0.683	       564.715	        47.553	    69.001	   519.615	   292.625	    97.403	     0.175	    14.739	493.207952	493.207952	563.426026	2318.042403
   2.600	   0.679	       567.190	        44.312	    68.153	   526.153	   285.600	    98.037	     0.171	    14.036	494.071354	494.071354	565.541309	2316.348613
   2.800	   0.674	       574.238	        44.829	    66.877	   532.368	   273.248	    98.511	     0.167	    13.090	501.500863	501.500863	572.241605	2314.855303
   3.000	   0.670	       579.966	        43.668	    65.288	   538.207	   257.187	    98.869	     0.162	    12.011	506.386506	506.386506	577.541433	2313.284752
   3.200	   0.665	       585.457	        42.116	    63.665	   543.627	   240.857	    99.136	     0.157	    10.974	511.924928	511.924928	582.878790	2310.837835
   3.400	   0.661	       590.131	        41.045	    61.988	   548.648	   224.267	    99.452	     0.152	    10.004	514.830362	514.830362	584.397919	2309.778098
   3.600	   0.656	       596.880	        42.675	    60.547	   553.293	   210.454	    99.768	     0.147	     9.211	522.452121	522.452121	593.706933	2309.597959
   3.800	   0.652	       601.951	        44.211	    58.950	   557.596	   195.596	   100.162	     0.143	     8.431	529.017447	529.017447	599.701663	2311.271610
   4.000	   0.648	       608.428	        47.524	    57.419	   561.565	   181.783	   100.532	     0.139	     7.727	535.064342	535.064342	605.802650	2313.935145
   4.200	   0.643	       613.939	        50.384	    55.913	   565.212	   168.217	   100.893	     0.135	     7.063	540.624479	540.624479	611.417536	2316.039736
   4.400	   0.639	       617.462	        50.917	    54.545	   568.583	   156.916	   101.178	     0.131	     6.509	545.135735	545.135735	615.292927	2316.201625
   4.600	   0.634	       620.239	        50.793	    53.242	   571.712	   146.146	   101.430	     0.127	     5.993	547.198363	547.198363	617.999239	2315.322323
   4.800	   0.630	       622.220	        49.550	    52.020	   574.617	   136.474	   101.617	     0.124	     5.532	549.673692	549.673692	620.104691	2313.749830
   5.000	   0.626	       623.642	        48.426	    50.701	   577.300	   125.820	   101.823	     0.121	     5.050	551.002230	551.002230	621.005846	2312.212410
   5.200	   0.621	       624.709	        46.791	    49.265	   579.763	   115.163	   101.974	     0.117	     4.577	551.943744	551.943744	623.104352	2311.664571
   5.400	   0.617	       626.774	        47.320	    47.559	   581.968	   102.124	   102.177	     0.113	     4.029	552.605110	552.605110	623.979605	2310.753917
   5.600	   0.612	       626.950	        46.066	    45.563	   583.889	    88.019	   102.334	     0.108	     3.449	552.381097	552.381097	623.754644	2308.828086
   5.800	   0.608	       627.003	        45.132	    43.598	   585.521	    74.152	   102.482	     0.103	     2.890	551.765721	551.765721	623.549514	2307.399917
   6.000	   0.603	       626.452	        43.284	    41.470	   586.877	    60.210	   102.553	     0.098	     2.333	552.080915	552.080915	623.606968	2305.326510
   6.200	   0.599	       627.887	        43.526	    39.562	   587.967	    47.894	   102.594	     0.093	     1.847	553.172305	553.172305	624.991749	2304.502476
   6.400	   0.595	       630.699	        44.805	    37.402	   588.797	    34.892	   102.556	     0.088	     1.339	555.878728	555.878728	627.439078	2305.824838
   6.600	   0.590	       632.936	        45.636	    35.243	   589.369	    22.198	   102.488	     0.083	     0.848	558.195814	558.195814	629.624743	2306.111037
   6.800	   0.586	       636.551	        47.800	    33.034	   589.695	     9.735	   102.375	     0.077	     0.371	561.654751	561.654751	633.060682	2307.522763
   7.000	   0.581	       640.049	        49.558	    31.129	   589.819	    -0.146	   102.211	     0.073	    -0.006	563.993054	563.993054	635.569001	2307.928876
   7.200	   0.577	       640.902	        48.915	    29.267	   589.747	    -9.554	   102.038	     0.068	    -0.361	566.803754	566.803754	638.042761	2307.506290
   7.400	   0.573	       643.746	        50.114	    27.528	   589.498	   -18.133	   101.826	     0.064	    -0.684	569.909030	569.909030	640.949569	2308.576876
   7.600	   0.568	       645.927	        50.442	    25.624	   589.070	   -27.756	   101.565	     0.060	    -1.043	570.415244	570.415244	641.899061	2308.269250
   7.800	   0.564	       645.817	        48.572	    23.661	   588.447	   -38.202	   101.281	     0.055	    -1.432	572.182246	572.182246	643.055373	2307.285897
   8.000	   0.559	       648.014	        48.904	    21.597	   587.601	   -50.270	   100.953	     0.050	    -1.881	573.068773	573.068773	644.454296	2306.545684
   8.200	   0.555	       646.425	        45.311	    19.341	   586.484	   -64.575	   100.567	     0.045	    -2.411	571.223100	571.223100	642.681857	2302.716010
   8.400	   0.550	       646.591	        43.762	    17.030	   585.067	   -79.365	   100.159	     0.039	    -2.961	571.453266	571.453266	642.788180	2300.661873
   8.600	   0.546	       647.007	        41.866	    14.493	   583.362	   -92.499	    99.655	     0.033	    -3.447	571.675412	571.675412	643.968375	2299.048279
   8.800	   0.542	       647.354	        39.836	    11.914	   581.415	  -103.811	    99.110	     0.027	    -3.864	571.919062	571.919062	644.216910	2297.269896
