    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.600	       534.467	        56.638	   -61.829	  -428.600	  -319.714	   -83.040	    -0.162	    20.856	469.469574	469.817059	534.467365	2323.458992
   0.200	   0.600	       523.343	        61.671	   -60.948	  -419.974	  -301.695	   -83.164	    -0.163	    20.981	455.444544	455.444700	525.623277	2327.097108
   0.400	   0.600	       511.042	        67.349	   -59.723	  -411.681	  -284.122	   -83.157	    -0.163	    20.973	443.630255	443.630508	513.633977	2332.144885
   0.600	   0.600	       500.078	        73.292	   -58.534	  -403.713	  -267.866	   -83.145	    -0.163	    20.962	432.520777	432.521271	502.546155	2337.734743
   0.800	   0.600	       489.402	        78.536	   -57.382	  -396.049	  -252.810	   -83.130	    -0.163	    20.947	421.728356	421.729305	491.733406	2342.762029
   1.000	   0.600	       475.106	        78.197	   -55.928	  -388.681	  -238.142	   -82.988	    -0.161	    20.803	407.730037	407.731059	477.664166	2341.806186
   1.200	   0.600	       459.117	        74.857	   -54.364	  -381.613	  -224.262	   -82.783	    -0.159	    20.598	392.701472	392.702570	462.627353	2337.909682
   1.400	   0.600	       444.628	        72.139	   -52.688	  -374.842	  -210.943	   -82.557	    -0.157	    20.332	378.082329	378.083513	447.904516	2334.609616
   1.600	   0.600	       430.611	        69.385	   -51.151	  -368.352	  -198.822	   -82.354	    -0.154	    20.096	363.941771	363.943067	433.775211	2331.220537
   1.800	   0.600	       420.258	        70.055	   -49.831	  -362.121	  -187.943	   -82.205	    -0.153	    19.921	353.546153	353.547586	423.692030	2332.160089
   2.000	   0.600	       412.848	        73.255	   -48.628	  -356.123	  -177.985	   -82.080	    -0.151	    19.775	345.399669	345.401245	415.152651	2334.333845
   2.200	   0.600	       404.667	        74.995	   -47.410	  -350.348	  -168.624	   -81.935	    -0.150	    19.607	337.308898	337.310650	406.971149	2335.813107
   2.400	   0.600	       397.539	        77.240	   -46.218	  -344.783	  -159.998	   -81.785	    -0.148	    19.448	330.000454	330.002430	399.704854	2337.846384
   2.600	   0.600	       388.454	        76.572	   -44.859	  -339.421	  -151.627	   -81.564	    -0.145	    19.214	323.286354	323.288589	392.023328	2337.190172
   2.800	   0.600	       388.847	        82.440	   -42.228	  -334.292	  -141.867	   -80.963	    -0.138	    18.541	325.618147	325.620589	393.905493	2340.390535
   3.000	   0.600	       388.748	        88.644	   -39.411	  -329.423	  -132.681	   -80.533	    -0.130	    17.929	325.230505	325.232884	393.261598	2345.990596
   3.200	   0.600	       385.959	        95.270	   -36.418	  -324.815	  -123.378	   -80.602	    -0.122	    17.421	322.820258	322.822541	390.944239	2351.640326
   3.400	   0.600	       383.843	       102.625	   -33.635	  -320.472	  -114.783	   -80.782	    -0.114	    16.951	319.713273	319.715465	386.165678	2359.287525
   3.600	   0.600	       375.946	       104.463	   -30.084	  -316.406	  -105.035	   -81.085	    -0.104	    16.238	313.511779	313.513795	381.372384	2358.864061
   3.800	   0.600	       368.243	       103.206	   -26.415	  -312.665	   -94.796	   -81.003	    -0.092	    15.157	307.176464	307.178241	374.803373	2357.087042
   4.000	   0.600	       360.319	       101.715	   -22.609	  -309.267	   -84.805	   -81.028	    -0.080	    14.020	299.152796	299.154312	366.831552	2355.381417
