    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.495	       508.399	        81.093	   -72.568	  -428.600	  -341.581	   -88.183	    -0.202	    25.128	415.789704	416.268382	508.398916	2352.471573
   0.200	   0.495	       498.258	        86.383	   -71.680	  -419.401	  -320.881	   -88.571	    -0.204	    25.415	400.691224	400.691224	500.521096	2356.281099
   0.400	   0.491	       485.372	        92.338	   -70.415	  -410.576	  -301.394	   -88.782	    -0.206	    25.566	388.443118	388.443118	488.063546	2361.486884
   0.600	   0.487	       474.088	        98.736	   -69.191	  -402.105	  -283.447	   -88.995	    -0.207	    25.718	377.000763	377.000763	476.645170	2367.443704
   0.800	   0.483	       463.050	       104.236	   -68.000	  -393.968	  -266.890	   -89.201	    -0.208	    25.867	365.836076	365.836076	465.454090	2372.697925
   1.000	   0.479	       448.897	       104.083	   -66.517	  -386.148	  -251.248	   -89.179	    -0.207	    25.848	351.847564	351.847564	451.370866	2371.813839
   1.200	   0.475	       432.771	       100.465	   -64.942	  -378.637	  -236.655	   -89.055	    -0.206	    25.752	336.784725	336.784725	436.328916	2367.546643
   1.400	   0.471	       418.783	        97.485	   -63.251	  -371.424	  -222.989	   -88.807	    -0.204	    25.563	322.582262	322.582262	422.017887	2363.862205
   1.600	   0.468	       404.886	        94.433	   -61.728	  -364.492	  -210.449	   -88.632	    -0.203	    25.429	308.600600	308.600600	408.043876	2359.970266
   1.800	   0.464	       394.517	        94.942	   -60.393	  -357.822	  -198.886	   -88.561	    -0.202	    25.360	298.347747	298.347747	398.125038	2360.948858
   2.000	   0.460	       387.408	        98.576	   -59.210	  -351.396	  -188.233	   -88.568	    -0.201	    25.347	290.293626	290.293626	389.628934	2363.254560
   2.200	   0.456	       379.484	       100.617	   -58.019	  -345.202	  -178.278	   -88.538	    -0.201	    25.304	282.417657	282.417657	381.694654	2364.962475
   2.400	   0.452	       372.774	       103.297	   -56.858	  -339.229	  -168.996	   -88.498	    -0.200	    25.254	275.536862	275.536862	374.843517	2367.403102
   2.600	   0.448	       363.529	       102.162	   -55.539	  -333.470	  -160.147	   -88.307	    -0.199	    25.084	268.466669	268.466669	367.005556	2366.635787
   2.800	   0.444	       366.401	       107.813	   -53.023	  -327.938	  -150.597	   -87.173	    -0.190	    24.169	273.148946	273.148946	370.981925	2369.254676
   3.000	   0.440	       369.610	       113.094	   -50.428	  -322.654	  -141.457	   -85.979	    -0.181	    23.187	275.963218	275.963218	373.621857	2373.870569
   3.200	   0.436	       372.492	       117.762	   -47.845	  -317.611	  -132.892	   -84.802	    -0.172	    22.217	278.668026	278.668026	376.455330	2377.593738
   3.400	   0.432	       375.506	       123.365	   -45.578	  -312.793	  -125.201	   -83.841	    -0.165	    21.419	280.388985	280.388985	376.287749	2383.568909
   3.600	   0.428	       375.719	       123.273	   -42.730	  -308.198	  -117.135	   -82.424	    -0.154	    20.247	281.718613	281.718613	379.423630	2381.179017
   3.800	   0.424	       374.112	       121.036	   -39.779	  -303.849	  -108.869	   -81.030	    -0.143	    18.979	281.799932	281.799932	379.202759	2378.277488
   4.000	   0.420	       371.144	       120.731	   -36.620	  -299.764	  -100.585	   -80.248	    -0.132	    17.911	279.093228	279.093228	376.592466	2377.405850
   4.200	   0.417	       365.444	       121.036	   -33.344	  -295.945	   -92.692	   -80.088	    -0.122	    17.085	272.384261	272.384261	370.209609	2377.055503
   4.400	   0.413	       360.086	       122.265	   -30.727	  -292.366	   -86.261	   -80.133	    -0.114	    16.509	265.990817	265.990817	363.357488	2378.589354
   4.600	   0.409	       356.457	       123.289	   -28.418	  -288.990	   -80.507	   -79.929	    -0.106	    15.873	261.957473	261.957473	360.247390	2378.668388
   4.800	   0.405	       350.964	       121.247	   -26.079	  -285.809	   -74.728	   -79.576	    -0.098	    15.097	254.866875	254.866875	353.628679	2376.916147
   5.000	   0.401	       345.190	       118.422	   -23.768	  -282.831	   -69.055	   -79.198	    -0.090	    14.259	251.162952	251.162952	348.560193	2373.227309
