  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
    0.00	     2793.50	     2793.50
   10.77	     2793.90	     2793.18
   21.55	     2794.02	     2793.17
   32.32	     2794.15	     2793.16
   43.10	     2794.28	     2793.15
   53.87	     2794.41	     2793.14
   64.65	     2794.54	     2793.13
   75.42	     2794.66	     2793.13
   86.20	     2794.76	     2793.12
   96.97	     2794.86	     2793.11
  107.75	     2794.97	     2793.10
  118.53	     2795.07	     2793.10
  129.30	     2795.17	     2793.09
  140.08	     2795.01	     2793.40
  151.08	     2795.78	     2792.58
  162.09	     2795.96	     2792.56
  173.09	     2796.11	     2792.55
  184.10	     2796.26	     2792.53
  195.11	     2796.41	     2792.51
  206.11	     2796.57	     2792.49
  217.12	     2796.72	     2792.47
  228.13	     2796.88	     2792.45
  239.13	     2797.03	     2792.43
  250.14	     2797.18	     2792.41
  261.15	     2797.33	     2792.39
  272.15	     2797.49	     2792.37
  283.16	     2797.65	     2792.35
  294.17	     2797.81	     2792.33
  305.17	     2797.97	     2792.31
  316.18	     2798.13	     2792.30
  327.19	     2798.28	     2792.28
  338.19	     2798.43	     2792.26
  349.20	     2798.59	     2792.24
  360.21	     2798.75	     2792.22
  371.21	     2798.91	     2792.20
  382.22	     2799.07	     2792.18
  393.23	     2799.22	     2792.16
  404.23	     2799.38	     2792.14
  415.24	     2799.53	     2792.12
  426.25	     2799.68	     2792.10
  437.25	     2799.84	     2792.08
  448.26	     2800.00	     2792.06
  459.27	     2800.16	     2792.04
  470.27	     2800.32	     2792.02
  481.28	     2800.47	     2792.00
  492.29	     2800.62	     2791.98
  503.29	     2800.77	     2791.96
  514.30	     2800.94	     2791.94
  525.31	     2801.10	     2791.92
  536.31	     2801.26	     2791.90
  547.32	     2801.41	     2791.88
  558.33	     2801.57	     2791.86
  569.33	     2801.72	     2791.84
  580.34	     2801.88	     2791.82
  591.34	     2802.04	     2791.80
  602.35	     2802.20	     2791.78
  613.36	     2802.36	     2791.76
  624.36	     2802.52	     2791.74
  635.37	     2802.67	     2791.73
  646.38	     2802.82	     2791.71
  657.38	     2802.98	     2791.69
  668.39	     2803.14	     2791.67
  679.40	     2803.30	     2791.65
  690.40	     2803.46	     2791.63
  701.41	     2803.61	     2791.61
  712.42	     2803.77	     2791.59
  723.42	     2803.93	     2791.57
  734.43	     2804.09	     2791.55
  745.44	     2804.24	     2791.53
  756.44	     2804.39	     2791.51
  767.45	     2804.55	     2791.49
