    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.883	       496.798	        64.200	    81.324	   428.600	   306.065	    87.838	     0.225	    22.340	421.354739	420.753579	496.798437	2339.833435
   0.200	   0.883	       508.637	        64.134	    81.157	   436.922	   307.178	    89.167	     0.224	    21.809	422.918895	422.918619	508.037932	2339.959441
   0.400	   0.883	       510.671	        63.223	    80.906	   445.122	   307.185	    90.513	     0.222	    21.254	425.497686	425.497224	510.350541	2339.374866
   0.600	   0.883	       513.574	        63.343	    80.674	   453.169	   306.911	    91.837	     0.221	    20.717	428.413587	428.412653	513.252856	2338.807805
   0.800	   0.883	       516.004	        62.710	    80.496	   461.075	   306.853	    93.098	     0.219	    20.209	430.890020	430.888159	515.726683	2338.361729
   1.000	   0.883	       520.236	        63.774	    80.374	   468.839	   307.151	    94.314	     0.218	    19.747	434.267671	434.265577	519.249268	2339.028515
   1.200	   0.883	       523.051	        64.557	    80.134	   476.472	   306.009	    95.614	     0.217	    19.263	437.949816	437.947445	522.872170	2339.758050
   1.400	   0.883	       527.480	        65.545	    80.067	   483.986	   306.577	    96.739	     0.216	    18.849	442.447648	442.444928	527.002404	2340.686945
   1.600	   0.883	       530.808	        66.286	    79.901	   491.381	   306.002	    97.921	     0.215	    18.419	445.872947	445.869804	530.680650	2340.785066
   1.800	   0.883	       534.092	        65.576	    79.896	   498.675	   306.973	    98.931	     0.214	    18.045	450.236750	450.233092	534.962764	2341.383337
   2.000	   0.883	       537.379	        65.563	    79.700	   505.856	   305.970	    99.977	     0.213	    17.598	452.080433	452.076215	536.910564	2340.549775
   2.200	   0.883	       539.331	        64.212	    79.514	   512.915	   304.849	   100.993	     0.211	    17.163	454.439314	454.434398	539.111321	2339.072494
   2.400	   0.883	       543.356	        63.706	    79.323	   519.857	   303.500	   101.843	     0.210	    16.689	457.904036	457.898231	542.910069	2338.637921
   2.600	   0.883	       544.522	        60.460	    79.046	   526.686	   300.962	   102.674	     0.208	    16.174	457.626621	457.619686	544.011827	2337.420770
   2.800	   0.883	       549.690	        61.742	    78.498	   533.306	   295.115	   103.501	     0.206	    15.524	463.778571	463.770153	549.098743	2336.462849
   3.000	   0.883	       553.027	        61.039	    77.764	   539.697	   286.754	   104.253	     0.203	    14.767	466.344738	466.335491	552.067766	2335.723716
   3.200	   0.883	       557.248	        59.844	    77.026	   545.826	   278.249	   104.798	     0.200	    13.997	470.656106	470.645937	556.132536	2333.816837
   3.400	   0.883	       561.436	        58.847	    76.108	   551.698	   267.448	   105.307	     0.196	    13.156	472.108558	472.097328	555.967631	2333.319666
   3.600	   0.883	       568.451	        59.434	    75.326	   557.288	   258.301	   105.634	     0.193	    12.404	480.094672	480.082196	566.133159	2332.129255
   3.800	   0.883	       573.212	        58.540	    74.244	   562.586	   245.859	   105.975	     0.189	    11.550	486.538739	486.524796	571.836976	2331.725129
   4.000	   0.883	       579.926	        59.546	    73.182	   567.589	   233.766	   106.256	     0.185	    10.751	492.558941	492.543259	578.033003	2332.137481
   4.200	   0.883	       586.216	        60.540	    72.092	   572.285	   222.101	   106.523	     0.181	    10.015	498.701725	498.683910	584.349803	2332.478938
   4.400	   0.883	       591.290	        60.619	    71.034	   576.714	   210.711	   106.775	     0.178	     9.328	504.170686	504.150109	589.141120	2332.343971
   4.600	   0.883	       596.567	        61.286	    69.923	   580.888	   199.651	   107.018	     0.174	     8.689	508.803095	508.778972	594.593350	2332.189042
   4.800	   0.883	       600.606	        61.019	    68.843	   584.814	   188.655	   107.249	     0.170	     8.081	513.294149	513.265302	598.587000	2331.553102
   5.000	   0.883	       604.413	        60.737	    67.640	   588.486	   177.180	   107.451	     0.167	     7.476	517.332796	517.297653	602.125478	2330.574276
   5.200	   0.883	       606.379	        58.971	    66.448	   591.915	   165.573	   107.646	     0.163	     6.891	519.665505	519.621304	605.875650	2330.110133
   5.400	   0.883	       610.573	        59.742	    65.043	   595.071	   152.604	   107.816	     0.159	     6.270	522.182054	522.129462	608.501274	2329.112826
   5.600	   0.883	       612.412	        58.817	    63.455	   597.940	   137.854	   107.993	     0.155	     5.601	523.705776	523.645272	609.834254	2327.438454
   5.800	   0.883	       614.714	        58.544	    61.885	   600.505	   123.272	   108.137	     0.150	     4.958	525.063724	524.993038	611.766209	2326.610807
   6.000	   0.883	       614.964	        56.973	    60.004	   602.760	   106.068	   108.289	     0.146	     4.230	526.358832	526.274394	612.731141	2324.650070
   6.200	   0.883	       616.750	        57.088	    58.330	   604.694	    90.930	   108.409	     0.141	     3.600	527.479948	527.376541	614.438383	2323.583527
   6.400	   0.883	       618.166	        57.483	    56.360	   606.299	    74.197	   108.525	     0.136	     2.920	528.989365	528.858275	615.402806	2323.896384
   6.600	   0.883	       618.602	        57.283	    54.437	   607.587	    58.358	   108.626	     0.131	     2.287	529.567594	529.392722	615.756578	2323.039233
