    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.883	       496.798	        64.200	    81.324	   428.600	   306.065	    87.838	     0.225	    22.340	421.354739	420.753579	496.798437	2339.833435
   0.200	   0.883	       508.637	        64.134	    81.157	   436.922	   307.178	    89.167	     0.224	    21.809	422.918846	422.918846	508.038156	2339.959512
   0.400	   0.879	       511.800	        62.879	    80.828	   445.136	   308.192	    90.356	     0.221	    21.248	426.280307	426.280307	511.247638	2339.085919
   0.600	   0.874	       514.974	        62.360	    80.433	   453.213	   308.130	    91.579	     0.219	    20.677	429.390281	429.390281	514.365593	2337.844608
   0.800	   0.870	       517.536	        61.031	    80.069	   461.149	   308.082	    92.746	     0.217	    20.128	431.959586	431.959586	516.948135	2336.616835
   1.000	   0.865	       521.881	        61.354	    79.747	   468.942	   308.365	    93.864	     0.215	    19.623	435.421253	435.421253	520.567193	2336.449208
   1.200	   0.861	       525.233	        61.841	    79.269	   476.601	   306.997	    95.063	     0.213	    19.087	439.466919	439.466919	524.615617	2336.824679
   1.400	   0.857	       530.276	        62.992	    78.888	   484.126	   306.501	    96.122	     0.211	    18.589	444.381569	444.381569	529.219805	2337.822067
   1.600	   0.852	       534.188	        63.824	    78.336	   491.497	   304.163	    97.221	     0.209	    18.035	448.228272	448.228272	533.368746	2337.873518
   1.800	   0.848	       537.811	        63.128	    77.890	   498.718	   302.728	    98.157	     0.207	    17.514	452.913775	452.913775	537.989732	2338.265391
   2.000	   0.843	       540.988	        62.825	    77.247	   505.769	   299.027	    99.132	     0.204	    16.918	454.602338	454.602338	539.802972	2336.935959
   2.200	   0.839	       543.486	        60.909	    76.585	   512.640	   295.077	    99.964	     0.202	    16.302	457.372057	457.372057	542.424298	2334.732534
   2.400	   0.834	       547.439	        60.177	    75.889	   519.327	   290.523	   100.724	     0.199	    15.674	460.708178	460.708178	546.139117	2333.839484
   2.600	   0.830	       548.933	        57.000	    75.097	   525.836	   284.630	   101.442	     0.196	    15.004	460.555001	460.555001	547.431010	2332.520622
   2.800	   0.826	       554.410	        58.484	    73.986	   532.064	   274.959	   102.157	     0.192	    14.190	467.000366	467.000366	552.795592	2331.542477
   3.000	   0.821	       558.003	        58.321	    72.674	   537.987	   262.731	   102.826	     0.187	    13.288	469.773546	469.773546	555.995170	2331.089083
   3.200	   0.817	       562.012	        57.449	    71.348	   543.572	   250.180	   103.308	     0.183	    12.382	473.935384	473.935384	559.891942	2329.254746
   3.400	   0.812	       565.953	        56.605	    69.883	   548.829	   236.048	   103.731	     0.178	    11.444	475.197476	475.197476	559.543290	2328.660053
   3.600	   0.808	       572.657	        57.619	    68.596	   553.750	   224.023	   104.004	     0.174	    10.629	482.874467	482.874467	569.416736	2327.698919
   3.800	   0.804	       576.975	        57.063	    67.059	   558.336	   209.358	   104.290	     0.169	     9.744	489.043765	489.043765	574.820065	2327.460072
   4.000	   0.799	       583.664	        58.823	    65.578	   562.596	   195.770	   104.513	     0.164	     8.944	495.128590	495.128590	581.006576	2328.429275
   4.200	   0.795	       589.922	        60.589	    64.076	   566.527	   182.387	   104.721	     0.160	     8.193	501.347203	501.347203	587.376135	2329.362740
   4.400	   0.790	       594.615	        60.990	    62.640	   570.173	   169.959	   104.901	     0.156	     7.515	506.664601	506.664601	591.989834	2329.424987
   4.600	   0.786	       599.724	        62.022	    61.196	   573.551	   158.151	   105.055	     0.151	     6.890	511.030530	511.030530	597.203342	2329.560043
   4.800	   0.781	       603.217	        61.761	    59.828	   576.678	   146.945	   105.201	     0.147	     6.316	515.165837	515.165837	600.806928	2328.820678
   5.000	   0.777	       606.696	        61.580	    58.396	   579.562	   136.271	   105.311	     0.143	     5.782	518.963438	518.963438	604.081822	2327.903688
   5.200	   0.773	       608.651	        60.294	    56.992	   582.226	   125.625	   105.424	     0.139	     5.269	521.222873	521.222873	607.710103	2327.863217
   5.400	   0.768	       612.628	        61.234	    55.398	   584.651	   114.589	   105.511	     0.135	     4.754	523.802889	523.802889	610.330120	2327.095129
   5.600	   0.764	       614.587	        60.769	    53.634	   586.831	   102.177	   105.608	     0.130	     4.200	525.345159	525.345159	611.761334	2325.885011
   5.800	   0.759	       616.692	        60.604	    51.889	   588.756	    89.962	   105.678	     0.126	     3.667	526.559764	526.559764	613.558549	2325.134582
   6.000	   0.755	       616.568	        58.754	    49.874	   590.421	    75.887	   105.747	     0.121	     3.071	527.584596	527.584596	614.231287	2322.982176
   6.200	   0.751	       618.254	        58.811	    48.088	   591.819	    63.613	   105.788	     0.116	     2.558	528.431873	528.431873	615.682897	2321.959792
   6.400	   0.746	       619.359	        58.901	    46.030	   592.949	    49.874	   105.834	     0.111	     1.996	529.790634	529.790634	616.436963	2322.083117
   6.600	   0.742	       620.281	        58.830	    44.019	   593.845	    37.812	   105.844	     0.106	     1.507	530.765919	530.765919	617.265582	2321.403697
   6.800	   0.737	       623.043	        60.976	    41.877	   594.480	    25.446	   105.842	     0.101	     1.011	533.090120	533.090120	619.645533	2322.714644
   7.000	   0.733	       625.848	        62.888	    40.019	   594.909	    15.462	   105.788	     0.096	     0.612	534.182293	534.182293	621.057859	2323.101044
   7.200	   0.728	       626.869	        62.454	    38.032	   595.132	     4.903	   105.643	     0.091	     0.193	537.228372	537.228372	623.845608	2322.918294
   7.400	   0.724	       629.244	        63.457	    36.151	   595.159	    -4.947	   105.477	     0.086	    -0.194	539.868691	539.868691	626.220441	2323.750969
   7.600	   0.720	       631.074	        63.609	    34.165	   594.989	   -15.044	   105.248	     0.082	    -0.589	540.107719	540.107719	626.837864	2322.998728
   7.800	   0.715	       630.502	        61.631	    32.231	   594.629	   -24.830	   105.016	     0.077	    -0.970	541.879991	541.879991	627.790117	2322.008254
   8.000	   0.711	       633.443	        63.134	    30.288	   594.083	   -33.739	   104.750	     0.072	    -1.315	543.804723	543.804723	630.161688	2322.005973
   8.200	   0.706	       632.727	        61.245	    28.229	   593.342	   -43.236	   104.476	     0.067	    -1.683	542.687317	542.687317	629.193478	2319.815804
   8.400	   0.702	       634.087	        61.449	    26.124	   592.425	   -52.257	   104.176	     0.062	    -2.032	544.250873	544.250873	630.607335	2319.337396
   8.600	   0.698	       634.818	        60.408	    23.800	   591.319	   -61.840	   103.787	     0.056	    -2.400	544.692961	544.692961	632.365693	2318.522465
   8.800	   0.693	       634.850	        57.970	    21.403	   590.029	   -71.336	   103.307	     0.051	    -2.761	544.817380	544.817380	632.365387	2316.293302
   9.000	   0.689	       637.402	        57.752	    18.662	   588.526	   -83.180	   102.765	     0.044	    -3.210	546.698581	546.698581	633.459922	2315.355635
   9.200	   0.684	       636.903	        55.304	    15.968	   586.762	   -96.303	   102.259	     0.038	    -3.713	543.472894	543.472894	630.959250	2312.729919
   9.400	   0.680	       637.340	        54.620	    13.185	   584.713	  -110.674	   101.781	     0.031	    -4.272	548.012312	548.012312	635.263329	2311.673120
   9.600	   0.675	       638.881	        56.016	    10.623	   582.383	  -123.737	   101.346	     0.025	    -4.792	546.547700	546.547700	634.430309	2312.109113
   9.800	   0.671	       638.347	        55.714	     7.879	   579.764	  -138.773	   100.897	     0.019	    -5.400	547.268057	547.268057	634.937226	2312.530785
  10.000	   0.667	       639.883	        58.403	     5.275	   576.834	  -153.161	   100.477	     0.012	    -6.000	547.820203	547.820203	635.227812	2314.876236
  10.200	   0.662	       639.332	        59.142	     2.588	   573.602	  -166.367	   100.019	     0.006	    -6.568	547.794878	547.794878	635.025415	2315.772623
  10.400	   0.658	       637.723	        59.327	     0.123	   570.100	  -178.586	    99.561	     0.000	    -7.116	546.981280	546.981280	633.264046	2315.443562
  10.600	   0.653	       637.093	        60.878	    -2.149	   566.327	  -189.799	    99.090	    -0.005	    -7.642	545.991179	545.991179	632.822565	2316.385487
  10.800	   0.649	       632.383	        59.297	    -4.279	   562.230	  -202.819	    98.645	    -0.010	    -8.271	541.719986	541.719986	628.677783	2314.872670
  11.000	   0.645	       629.465	        61.008	    -6.300	   557.835	  -215.488	    98.278	    -0.015	    -8.930	540.034340	540.034340	626.743119	2316.888453
