  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
 3525.48	     2352.19	     2335.93
 3535.50	     2351.99	     2336.18
 3545.53	     2351.84	     2336.38
 3555.55	     2351.70	     2336.57
 3565.57	     2351.55	     2336.77
 3575.60	     2351.40	     2336.97
 3585.62	     2351.26	     2337.16
 3595.65	     2351.12	     2337.35
 3605.67	     2350.97	     2337.56
 3615.69	     2350.83	     2337.75
 3625.72	     2350.69	     2337.94
 3635.74	     2350.55	     2338.14
 3645.77	     2350.41	     2338.34
 3655.79	     2350.27	     2338.53
 3665.82	     2350.13	     2338.74
 3675.84	     2350.00	     2338.94
 3685.86	     2349.86	     2339.12
 3695.89	     2349.73	     2339.32
 3705.91	     2349.30	     2339.85
 3716.05	     2349.29	     2339.87
 3726.19	     2349.12	     2340.08
 3736.32	     2348.95	     2340.28
 3746.46	     2348.78	     2340.48
 3756.59	     2348.61	     2340.69
 3766.73	     2348.45	     2340.89
 3776.87	     2348.28	     2341.09
 3787.00	     2348.11	     2341.30
 3797.14	     2347.95	     2341.50
 3807.28	     2347.78	     2341.70
 3817.41	     2347.61	     2341.91
 3827.55	     2347.44	     2342.11
 3837.69	     2347.28	     2342.33
 3847.82	     2347.11	     2342.54
 3857.96	     2346.93	     2342.74
 3868.10	     2346.75	     2342.95
 3878.23	     2346.58	     2343.16
 3888.37	     2346.40	     2343.37
 3898.51	     2346.22	     2343.58
 3908.64	     2346.05	     2343.79
 3918.78	     2345.87	     2343.99
 3928.92	     2345.69	     2344.20
 3939.05	     2345.52	     2344.41
 3949.19	     2345.34	     2344.62
 3959.33	     2345.00	     2345.00
