    时间	    开度值	      蜗壳压力	      尾水管压力	    流量	      转速	      出力	  单位转速	  单位流量	  单位力矩	球阀前压力	球阀后压力	蜗壳进口压力	尾水管出口压力
   0.000	   0.883	       496.798	        64.200	    81.324	   428.600	   306.065	    87.838	     0.225	    22.340	421.354739	420.753579	496.798437	2339.833435
   0.200	   0.883	       508.637	        64.134	    81.157	   436.922	   307.178	    89.167	     0.224	    21.809	422.918895	422.918619	508.037932	2339.959441
   0.400	   0.883	       510.675	        63.225	    80.906	   445.122	   307.187	    90.512	     0.222	    21.254	425.509769	425.509307	510.359700	2339.374866
   0.600	   0.883	       513.631	        63.363	    80.678	   453.170	   306.958	    91.834	     0.221	    20.718	428.483178	428.482244	513.318592	2338.825782
   0.800	   0.883	       516.129	        62.751	    80.506	   461.077	   306.959	    93.090	     0.219	    20.213	431.028366	431.026505	515.860505	2338.403247
   1.000	   0.883	       520.436	        63.837	    80.390	   468.845	   307.320	    94.302	     0.218	    19.751	434.482366	434.480272	519.459093	2339.095034
   1.200	   0.883	       523.332	        64.644	    80.157	   476.483	   306.248	    95.596	     0.217	    19.269	438.248723	438.246350	523.164223	2339.849746
   1.400	   0.883	       527.844	        65.633	    80.099	   484.003	   306.917	    96.714	     0.216	    18.859	442.839383	442.836661	527.384967	2340.781288
   1.600	   0.883	       531.266	        66.366	    79.945	   491.408	   306.467	    97.887	     0.215	    18.432	446.353862	446.350715	531.153007	2340.880595
   1.800	   0.883	       534.652	        65.669	    79.955	   498.714	   307.593	    98.890	     0.214	    18.063	450.851884	450.848220	535.554475	2341.488778
   2.000	   0.883	       538.088	        65.662	    79.776	   505.911	   306.779	    99.925	     0.213	    17.620	452.833938	452.829712	537.649121	2340.674250
   2.200	   0.883	       540.138	        64.304	    79.601	   512.991	   305.798	   100.933	     0.211	    17.188	455.256227	455.251300	539.922585	2339.208061
   2.400	   0.883	       544.190	        63.812	    79.426	   519.954	   304.630	   101.787	     0.210	    16.723	458.755361	458.749541	543.754898	2338.790286
   2.600	   0.883	       545.441	        60.544	    79.161	   526.809	   302.246	   102.612	     0.208	    16.213	458.578795	458.571840	544.953713	2337.552068
   2.800	   0.883	       550.516	        61.785	    78.630	   533.459	   296.601	   103.452	     0.206	    15.574	464.618985	464.610539	549.937146	2336.566435
   3.000	   0.883	       553.971	        61.086	    77.912	   539.883	   288.429	   104.198	     0.203	    14.822	467.324843	467.315560	553.037726	2335.853101
   3.200	   0.883	       558.176	        59.900	    77.199	   546.050	   280.181	   104.755	     0.200	    14.065	471.597015	471.586800	557.072387	2333.967912
   3.400	   0.883	       562.451	        58.989	    76.304	   551.963	   269.591	   105.274	     0.196	    13.233	473.238164	473.226877	557.087314	2333.502608
   3.600	   0.883	       569.577	        59.580	    75.536	   557.598	   260.613	   105.599	     0.193	    12.486	481.199470	481.186922	567.233593	2332.361581
   3.800	   0.883	       574.313	        58.627	    74.469	   562.944	   248.234	   105.946	     0.189	    11.633	487.659863	487.645835	572.949255	2331.927878
   4.000	   0.883	       581.121	        59.602	    73.430	   567.996	   236.386	   106.224	     0.185	    10.842	493.746958	493.731170	579.202753	2332.314834
   4.200	   0.883	       587.464	        60.550	    72.353	   572.742	   224.702	   106.492	     0.182	    10.102	500.000341	499.982396	585.636043	2332.565651
   4.400	   0.883	       592.598	        60.568	    71.313	   577.223	   213.485	   106.741	     0.178	     9.420	505.556898	505.536157	590.519702	2332.401227
   4.600	   0.883	       598.030	        61.284	    70.217	   581.449	   202.414	   106.984	     0.174	     8.778	510.289726	510.265397	596.054117	2332.295067
   4.800	   0.883	       602.050	        60.922	    69.133	   585.426	   191.364	   107.217	     0.171	     8.166	514.768638	514.739546	600.041478	2331.581181
   5.000	   0.883	       605.926	        60.667	    67.935	   589.147	   179.793	   107.424	     0.167	     7.557	518.823409	518.787959	603.612136	2330.628348
   5.200	   0.883	       607.928	        58.869	    66.734	   592.622	   168.086	   107.621	     0.164	     6.967	521.254141	521.209556	607.444243	2330.102699
   5.400	   0.883	       612.006	        59.503	    65.328	   595.823	   154.982	   107.796	     0.160	     6.342	523.648501	523.595447	609.960520	2328.987764
   5.600	   0.883	       613.902	        58.621	    63.721	   598.733	   140.013	   107.979	     0.155	     5.665	525.240006	525.178992	611.353325	2327.336618
   5.800	   0.883	       616.092	        58.197	    62.127	   601.335	   125.182	   108.125	     0.151	     5.013	526.384032	526.312795	613.110444	2326.373231
   6.000	   0.883	       616.357	        56.640	    60.219	   603.620	   107.639	   108.281	     0.146	     4.274	527.720717	527.635689	614.113318	2324.391695
   6.200	   0.883	       618.076	        56.689	    58.501	   605.578	    92.071	   108.403	     0.141	     3.629	528.690141	528.586111	615.691740	2323.271540
   6.400	   0.883	       619.352	        56.966	    56.488	   607.198	    74.884	   108.522	     0.136	     2.934	530.158114	530.026436	616.568867	2323.460687
   6.600	   0.883	       619.886	        56.881	    54.530	   608.494	    58.708	   108.625	     0.131	     2.290	530.746828	530.571362	616.963729	2322.689991
