    时间	    汇点水头	    大井水位	    升管水位	    大井流量	    升管流量	    底板压差
   0.000	      0.763	   2361.063	    2361.063	      0.000	      0.000	      0.000
   0.200	      0.763	   2361.063	    2361.063	     -0.238	      0.000	     -0.000
   0.400	      0.762	   2361.062	    2361.062	     -0.119	      0.000	     -0.000
   0.600	      0.761	   2361.061	    2361.061	     -0.304	      0.000	     -0.000
   0.800	      0.758	   2361.058	    2361.058	     -1.005	      0.000	     -0.000
   1.000	      0.754	   2361.054	    2361.054	     -1.289	      0.000	     -0.000
   1.200	      0.749	   2361.049	    2361.049	     -1.119	      0.000	     -0.000
   1.400	      0.744	   2361.044	    2361.044	     -1.267	      0.000	     -0.000
   1.600	      0.738	   2361.038	    2361.038	     -1.530	      0.000	     -0.000
   1.800	      0.732	   2361.033	    2361.033	     -1.445	      0.000	     -0.000
   2.000	      0.728	   2361.028	    2361.028	     -1.277	      0.000	     -0.000
   2.200	      0.723	   2361.024	    2361.024	     -1.524	      0.000	     -0.000
   2.400	      0.717	   2361.018	    2361.018	     -1.738	      0.000	     -0.000
   2.600	      0.710	   2361.010	    2361.010	     -1.968	      0.000	     -0.001
   2.800	      0.702	   2361.002	    2361.002	     -2.248	      0.000	     -0.001
   3.000	      0.691	   2360.993	    2360.993	     -3.538	      0.000	     -0.002
   3.200	      0.678	   2360.980	    2360.980	     -3.795	      0.000	     -0.002
   3.400	      0.662	   2360.965	    2360.965	     -4.461	      0.000	     -0.003
   3.600	      0.641	   2360.946	    2360.946	     -5.591	      0.000	     -0.005
   3.800	      0.614	   2360.921	    2360.921	     -7.135	      0.000	     -0.007
   4.000	      0.585	   2360.893	    2360.893	     -7.439	      0.000	     -0.008
   4.200	      0.551	   2360.862	    2360.862	     -8.654	      0.000	     -0.011
   4.400	      0.513	   2360.827	    2360.827	     -9.912	      0.000	     -0.015
   4.600	      0.471	   2360.788	    2360.788	    -10.740	      0.000	     -0.017
   4.800	      0.425	   2360.745	    2360.745	    -11.736	      0.000	     -0.020
   5.000	      0.375	   2360.699	    2360.699	    -12.642	      0.000	     -0.024
   5.200	      0.318	   2360.648	    2360.648	    -14.120	      0.000	     -0.030
   5.400	      0.256	   2360.592	    2360.592	    -15.483	      0.000	     -0.035
   5.600	      0.192	   2360.533	    2360.533	    -16.541	      0.000	     -0.041
   5.800	      0.118	   2360.467	    2360.467	    -18.270	      0.000	     -0.049
   6.000	      0.034	   2360.395	    2360.395	    -20.161	      0.000	     -0.060
   6.200	     -0.054	   2360.315	    2360.315	    -21.564	      0.000	     -0.069
   6.400	     -0.157	   2360.229	    2360.229	    -24.031	      0.000	     -0.085
   6.600	     -0.265	   2360.135	    2360.135	    -25.769	      0.000	     -0.100
   6.800	     -0.381	   2360.033	    2360.033	    -27.773	      0.000	     -0.114
   7.000	     -0.503	   2359.925	    2359.925	    -29.384	      0.000	     -0.128
   7.200	     -0.632	   2359.811	    2359.811	    -30.984	      0.000	     -0.143
   7.400	     -0.767	   2359.690	    2359.690	    -32.430	      0.000	     -0.157
   7.600	     -0.906	   2359.563	    2359.563	    -33.632	      0.000	     -0.169
   7.800	     -1.046	   2359.434	    2359.434	    -34.726	      0.000	     -0.180
   8.000	     -1.196	   2359.299	    2359.299	    -36.194	      0.000	     -0.196
   8.200	     -1.349	   2359.160	    2359.160	    -37.563	      0.000	     -0.209
   8.400	     -1.500	   2359.017	    2359.017	    -38.282	      0.000	     -0.218
   8.600	     -1.666	   2358.869	    2358.869	    -39.701	      0.000	     -0.235
   8.800	     -1.835	   2358.716	    2358.716	    -40.964	      0.000	     -0.251
   9.000	     -2.008	   2358.558	    2358.558	    -42.160	      0.000	     -0.266
   9.200	     -2.181	   2358.397	    2358.397	    -43.196	      0.000	     -0.278
   9.400	     -2.361	   2358.231	    2358.231	    -44.369	      0.000	     -0.293
   9.600	     -2.545	   2358.062	    2358.062	    -45.350	      0.000	     -0.307
   9.800	     -2.728	   2357.888	    2357.888	    -46.088	      0.000	     -0.316
  10.000	     -2.911	   2357.712	    2357.712	    -46.500	      0.000	     -0.324
  10.200	     -3.102	   2357.534	    2357.534	    -47.391	      0.000	     -0.336
  10.400	     -3.281	   2357.354	    2357.354	    -47.234	      0.000	     -0.335
  10.600	     -3.461	   2357.175	    2357.175	    -47.369	      0.000	     -0.336
  10.800	     -3.641	   2356.995	    2356.995	    -47.494	      0.000	     -0.336
  11.000	     -3.821	   2356.815	    2356.815	    -47.445	      0.000	     -0.336
  11.200	     -4.008	   2356.634	    2356.634	    -47.851	      0.000	     -0.342
  11.400	     -4.195	   2356.452	    2356.452	    -48.223	      0.000	     -0.347
  11.600	     -4.398	   2356.267	    2356.267	    -49.462	      0.000	     -0.365
  11.800	     -4.611	   2356.077	    2356.077	    -51.136	      0.000	     -0.388
  12.000	     -4.836	   2355.879	    2355.879	    -52.704	      0.000	     -0.415
  12.200	     -5.084	   2355.675	    2355.675	    -55.570	      0.000	     -0.459
  12.400	     -5.349	   2355.458	    2355.458	    -58.415	      0.000	     -0.508
  12.600	     -5.632	   2355.230	    2355.230	    -61.411	      0.000	     -0.562
  12.800	     -5.917	   2354.993	    2354.993	    -63.965	      0.000	     -0.609
  13.000	     -6.205	   2354.746	    2354.746	    -66.182	      0.000	     -0.652
  13.200	     -6.497	   2354.492	    2354.492	    -68.032	      0.000	     -0.689
  13.400	     -6.787	   2354.232	    2354.232	    -69.349	      0.000	     -0.719
  13.600	     -7.081	   2353.966	    2353.966	    -70.679	      0.000	     -0.747
  13.800	     -7.382	   2353.695	    2353.695	    -72.205	      0.000	     -0.777
  14.000	     -7.669	   2353.420	    2353.420	    -72.775	      0.000	     -0.789
  14.200	     -7.946	   2353.144	    2353.144	    -72.708	      0.000	     -0.790
  14.400	     -8.217	   2352.868	    2352.868	    -72.545	      0.000	     -0.785
  14.600	     -8.497	   2352.592	    2352.592	    -72.660	      0.000	     -0.789
  14.800	     -8.761	   2352.318	    2352.318	    -72.271	      0.000	     -0.780
  15.000	     -9.028	   2352.045	    2352.045	    -72.039	      0.000	     -0.773
  15.200	     -9.300	   2351.772	    2351.772	    -71.999	      0.000	     -0.771
  15.400	     -9.545	   2351.502	    2351.502	    -70.788	      0.000	     -0.747
  15.600	     -9.777	   2351.237	    2351.237	    -69.147	      0.000	     -0.714
  15.800	     -9.998	   2350.978	    2350.978	    -67.264	      0.000	     -0.677
  16.000	    -10.221	   2350.726	    2350.726	    -65.824	      0.000	     -0.647
  16.200	    -10.430	   2350.481	    2350.481	    -63.942	      0.000	     -0.611
  16.400	    -10.617	   2350.244	    2350.244	    -61.273	      0.000	     -0.561
  16.600	    -10.786	   2350.019	    2350.019	    -58.122	      0.000	     -0.505
  16.800	    -10.938	   2349.805	    2349.805	    -54.274	      0.000	     -0.443
  17.000	    -11.068	   2349.607	    2349.607	    -50.018	      0.000	     -0.375
  17.200	    -11.193	   2349.424	    2349.424	    -45.974	      0.000	     -0.318
  17.400	    -11.302	   2349.258	    2349.258	    -41.569	      0.000	     -0.260
  17.600	    -11.396	   2349.109	    2349.109	    -36.958	      0.000	     -0.205
  17.800	    -11.483	   2348.977	    2348.977	    -32.717	      0.000	     -0.160
  18.000	    -11.557	   2348.861	    2348.861	    -28.005	      0.000	     -0.118
  18.200	    -11.628	   2348.761	    2348.761	    -24.286	      0.000	     -0.089
  18.400	    -11.685	   2348.676	    2348.676	    -20.256	      0.000	     -0.062
  18.600	    -11.731	   2348.607	    2348.607	    -16.013	      0.000	     -0.038
