  1	  2	  3	  4	  5	  6	  7	  8	  9	 10	 11	 12	 13	以上是沿线管道号
与进水口距离	  最大压力值	 最小压力值
    0.00	     2793.50	     2793.50
   10.77	     2793.91	     2793.18
   21.55	     2794.04	     2793.10
   32.32	     2794.18	     2792.98
   43.10	     2794.32	     2792.85
   53.87	     2794.46	     2792.72
   64.65	     2794.60	     2792.60
   75.42	     2794.73	     2792.49
   86.20	     2794.84	     2792.41
   96.97	     2794.95	     2792.33
  107.75	     2795.05	     2792.25
  118.53	     2795.16	     2792.17
  129.30	     2795.28	     2792.08
  140.08	     2795.12	     2792.16
  151.08	     2795.92	     2791.36
  162.09	     2796.13	     2791.21
  173.09	     2796.31	     2791.07
  184.10	     2796.49	     2790.92
  195.11	     2796.67	     2790.65
  206.11	     2796.87	     2790.50
  217.12	     2797.05	     2790.34
  228.13	     2797.24	     2790.18
  239.13	     2797.42	     2790.02
  250.14	     2797.61	     2789.86
  261.15	     2797.79	     2789.71
  272.15	     2797.98	     2789.55
  283.16	     2798.17	     2789.39
  294.17	     2798.36	     2789.24
  305.17	     2798.54	     2789.09
  316.18	     2798.73	     2788.93
  327.19	     2798.91	     2788.77
  338.19	     2799.10	     2788.61
  349.20	     2799.28	     2788.46
  360.21	     2799.46	     2788.30
  371.21	     2799.65	     2788.14
  382.22	     2799.84	     2787.98
  393.23	     2800.02	     2787.82
  404.23	     2800.20	     2787.66
  415.24	     2800.38	     2787.51
  426.25	     2800.56	     2787.35
  437.25	     2800.74	     2787.20
  448.26	     2800.93	     2787.05
  459.27	     2801.11	     2786.89
  470.27	     2801.30	     2786.73
  481.28	     2801.48	     2786.57
  492.29	     2801.66	     2786.42
  503.29	     2801.84	     2786.26
  514.30	     2802.02	     2786.11
  525.31	     2802.20	     2785.95
  536.31	     2802.39	     2785.80
  547.32	     2802.56	     2785.64
  558.33	     2802.74	     2785.48
  569.33	     2802.92	     2785.33
  580.34	     2803.11	     2785.18
  591.34	     2803.29	     2785.02
  602.35	     2803.47	     2784.87
  613.36	     2803.65	     2784.72
  624.36	     2803.83	     2784.56
